r"Track"r"Artist"rPeak_PositionrLast_Positionr"Weeks_in_Chart"r"Current_position"r"New_track"rWeek
0rMusicrMadonnar1r1r7r1rFalser2000-09-23
1r"Doesn't Really Matter"rJanetr1r2r15r2rFalser2000-09-23
2rJumpin', Jumpin'rDestiny's Childr3r3r20r3rFalser2000-09-23
3rBentrmatchbox twentyr1r4r22r4rFalser2000-09-23
4rIncompleterSisqor1r5r14r5rFalser2000-09-23
5r"Kryptonite"r"3 Doors Down"r6r6r25r6rFalser2000-09-23
6r"(Hot S**t) Country Grammar"rNellyr7r7r22r7rFalser2000-09-23
7rI Wanna KnowrJoer4r9r39r8rFalser2000-09-23
8r"Come On Over Baby (All I Want Is You)"r"Christina Aguilera"r9r11r8r9rFalser2000-09-23
9r"No More"rRuff Endzr5r8r13r10rFalser2000-09-23
10r"With Arms Wide Open"r"Creed"r11r19r20r11rFalser2000-09-23
11rWifeyrNextr7r10r18r12rFalser2000-09-23
12rHe Wasn't Man Enoughr"Toni Braxton"r2r14r28r13rFalser2000-09-23
13r"Absolutely (Story Of A Girl)"rNine Daysr6r12r21r14rFalser2000-09-23
14r"Most Girls"rP!nkr15r21r7r15rFalser2000-09-23
15rI Need YourLeAnn Rimesr11r13r18r16rFalser2000-09-23
16r"Back Here"rBBMakr13r18r22r17rFalser2000-09-23
17rIt's Gonna Be Mer'N Syncr1r15r21r18rFalser2000-09-23
18rGive Me Just One Night (Una Noche)r"98 Degrees"r19r26r6r19rFalser2000-09-23
19rBounce With Mer"Lil Bow Wow Featuring Xscape"r20r20r6r20rFalser2000-09-23
20r"Higher"r"Creed"r7r17r47r21rFalser2000-09-23
21rShake Ya AssrMystikalr22r25r7r22rFalser2000-09-23
22r"Try Again"rAaliyahr1r16r28r23rFalser2000-09-23
23r"Let's Get Married"rJagged Edger11r23r21r24rFalser2000-09-23
24r"Wonderful"r"Everclear"r22r28r12r25rFalser2000-09-23
25r"Desert Rose"r"Sting Featuring Cheb Mami"r17r24r20r26rFalser2000-09-23
26rFadedr"SoulDecision Featuring Thrust"r22r22r12r27rFalser2000-09-23
27rThat's The WayrJo Dee Messinar25r30r14r28rFalser2000-09-23
28r"Everything You Want"r"Vertical Horizon"r1r27r36r29rFalser2000-09-23
29rLuckyr"Britney Spears"r23r29r7r30rFalser2000-09-23
30rCase Of The Ex (Whatcha Gonna Do)rMyar31r42r6r31rFalser2000-09-23
31r"Liar"r"Profyle"r32r52r2r32rFalser2000-09-23
32rDon't Think I'm NotrKandir33r36r8r33rFalser2000-09-23
33rJust Be A Man About Itr"Toni Braxton"r32r34r9r34rFalser2000-09-23
34r"Aaron's Party (Come Get It)"r"Aaron Carter"r35r35r5r35rFalser2000-09-23
35rIt's My LiferBon Jovir36r45r7r36rFalser2000-09-23
36r"You're A God"r"Vertical Horizon"r37r41r5r37rFalser2000-09-23
37r"Breathe"rFaith Hillr2r31r47r38rFalser2000-09-23
38r"Purest Of Pain (A Puro Dolor)"r"Son By Four"r26r32r25r39rFalser2000-09-23
39rYou Sang To Mer"Marc Anthony"r2r33r31r40rFalser2000-09-23
40r"There You Go"rP!nkr7r39r30r41rFalser2000-09-23
41rBag Ladyr"Erykah Badu"r41r48r6r42rFalser2000-09-23
42rWhat About Nowr"Lonestar"r30r37r16r43rFalser2000-09-23
43rI Will...ButrSHeDAISYr43r43r11r44rFalser2000-09-23
44rCallin' Mer"Lil' Zane Featuring 112"r21r46r9r45rFalser2000-09-23
45rThe Way You Love MerFaith Hillr35r0r21r46rFalser2000-09-23
46rIt Must Be LoverAlan Jacksonr37r40r14r47rFalser2000-09-23
47rDance With Mer"Debelah Morgan"r48r50r9r48rFalser2000-09-23
48rWhat You Wantr"DMX Featuring Sisqo"r49r55r13r49rFalser2000-09-23
49rThe Next Episoder"Dr. Dre Featuring Snoop Dogg"r23r47r18r50rFalser2000-09-23
50rThe LightrCommonr44r49r8r51rFalser2000-09-23
51rKiss Thisr"Aaron Tippin"r52r53r5r52rFalser2000-09-23
52rGo Onr"George Strait"r53r56r5r53rFalser2000-09-23
53rWho Let The Dogs OutrBaha Menr54r54r10r54rFalser2000-09-23
54r"Your Everything"r"Keith Urban"r51r51r11r55rFalser2000-09-23
55rBest Of Intentionsr"Travis Tritt"r56r63r6r56rFalser2000-09-23
56rI Think I'm In Love With YourJessica Simpsonr21r38r13r57rFalser2000-09-23
57r"Country Comes To Town"rToby Keithr58r59r8r58rFalser2000-09-23
58rThe Way I AmrEminemr59r65r5r59rFalser2000-09-23
59rLet's Make Lover"Faith Hill With Tim McGraw"r60r60r7r60rFalser2000-09-23
60rOne VoicerBilly Gilmanr38r44r15r61rFalser2000-09-23
61rWhat'Chu Liker"Da Brat Featuring Tyrese"r26r58r17r62rFalser2000-09-23
62rIt's Always Somethin'rJoe Diffier57r57r7r63rFalser2000-09-23
63r"The Little Girl"r"John Michael Montgomery"r64r67r3r64rFalser2000-09-23
64rGotta Tell YourSamantha Mumbar65r72r3r65rFalser2000-09-23
65r"Last Resort"rPapa Roachr61r61r9r66rFalser2000-09-23
66r"Treat Her Like A Lady"rJoer63r68r8r67rFalser2000-09-23
67r"Open My Heart"rYolanda Adamsr68r69r5r68rFalser2000-09-23
68rPinch Mer"Barenaked Ladies"r69r76r3r69rFalser2000-09-23
69rDeep Inside Of Your"Third Eye Blind"r70r70r4r70rFalser2000-09-23
70rYou'll Always Be Loved By Mer"Brooks & Dunn"r55r62r16r71rFalser2000-09-23
71rI Hope You DancerLee Ann Womackr32r64r20r72rFalser2000-09-23
72rFeels Like LoverVince Gillr73r74r4r73rFalser2000-09-23
73rBetween Me And Your"Ja Rule Featuring Christina Milian"r74r85r2r74rFalser2000-09-23
74r"There You Are"r"Martina McBride"r75r75r3r75rFalser2000-09-23
75rMy Baby Your"Marc Anthony"r76r82r2r76rFalser2000-09-23
76rI Wanna Be With Your"Mandy Moore"r24r66r15r77rFalser2000-09-23
77r"Independent Women Part I"rDestiny's Childr78r0r1r78r"True"r2000-09-23
78rCan't Fight The MoonlightrLeAnn Rimesr71r71r3r79rFalser2000-09-23
79rHey Papir"Jay-Z Featuring Memphis Bleek & Amil"r80r83r7r80rFalser2000-09-23
80r"Whatever"r"Ideal Featuring Lil' Mo"r47r73r16r81rFalser2000-09-23
81r"Summer Rain"r"Carl Thomas"r82r0r1r82r"True"r2000-09-23
82rTaking You HomerDon Henleyr58r79r14r83rFalser2000-09-23
83r"Change Your Mind"r"Sister Hazel"r59r78r11r84rFalser2000-09-23
84r"Californication"r"Red Hot Chili Peppers"r72r84r9r85rFalser2000-09-23
85r"Can't Go For That"rTamiar86r90r2r86rFalser2000-09-23
86r"Could I Have This Kiss Forever"r"Whitney Houston & Enrique Iglesias"r52r81r15r87rFalser2000-09-23
