,recording.id,recording.title,recording.artist-credit-phrase
7658,503021cf-ea0e-48f3-9d79-ba99f87b1e9a,Hero,Enrique Iglesias
7659,c9281e45-e289-4543-9913-17decba8c703,Hero,Enrique Iglesias
7660,1f4d6fb2-eb28-4e02-ba61-a4f53e0f23f5,Hero,Enrique Iglesias
7661,0b12480a-39e0-4a75-ad41-626ef771e8d2,Hero,Enrique Iglesias
7662,f910bd67-98c0-4a99-aaf1-19557f53921c,Hero,Enrique Iglesias
7663,942efe04-ff47-491b-aca9-6f009e96d2cb,Hero,Enrique Iglesias
7664,78b90874-9e2d-417a-bd03-e5a305891d20,Hero (Metromix),Enrique Iglesias
7665,18c1c866-91c3-4d4f-be3c-b99ba69d2f0f,Hero (Thunderpuss remix),Enrique Iglesias
7666,0a3fd917-f698-4065-8646-0f2b154343af,Hero (dance mix),Enrique Iglesias
7667,c578bcda-6298-4e83-b0f3-a2b2ed2541e8,Hero (Thunderpuss edit),Enrique Iglesias
7668,7d1d20a3-c849-4eec-84b3-e6dafcb35c1a,Hero (radio edit),Enrique Iglesias
7669,058b0065-7b7f-4b36-b872-136fb411436b,Hero (Thunderppuss radio edit),Enrique Iglesias
7670,c2cc3c41-575d-4a26-b72b-edd363b48ed1,Hero (Datalux club mix),Enrique Iglesias
7671,d4100fd5-a111-4288-a6a5-533db739fbc5,Hero (KTU dance mix),Enrique Iglesias
7672,ef1d5db3-961b-44f6-ae5c-bb3fbd27e935,Hero (Thunderpuss club mix),Enrique Iglesias
7673,4e45c2fb-bc3d-41b6-a9a4-1282f2e7557b,Hero (Christopher Lawrence remix),Enrique Iglesias
7674,93c633b1-ab29-4594-b170-a959ada893d6,Hero,2Malle & FVR1 feat. Enrique Iglesias
7675,3f747383-7ad7-441c-9893-25dd3e727d2d,Hero (Metro mix) (English version),Enrique Iglesias
7676,a042b6cc-6135-4e88-9e54-5b5f8eb1932e,Hero (radio edit (English version)),Enrique Iglesias
7677,b0af4fce-2040-446b-8b6b-a44865f09d75,Hero (live from One and Only),Enrique Iglesias
7678,8fa4e344-2cc5-44c7-943e-ded8e71669ce,Rhythm Divine,Enrique Iglesias
7679,892176b9-6566-4499-ace6-c5ab209d3759,Rhythm Divine,Enrique Iglesias
7680,c01560b4-2156-48be-b64e-5f77040db47c,Rhythm Divine,Enrique Iglesias
7681,a90be834-ecee-494d-aa6c-9fb54e47a399,Rhythm Divine,Enrique Iglesias
7682,5dc20a69-06e7-4039-b109-5b12c3e86663,The Rhythm Divine,Enrique Iglesias
7683,b9079b39-6b9d-4ca2-8c3f-362ee88c324b,Rhythm Divine (video),Enrique Iglesias
7684,33656690-6eda-4fb9-8db4-9b8b5f087688,Ritmo total (Rhythm Divine),Enrique Iglesias
7685,01aedf06-e6a3-48e3-b06a-20c963c3e8f8,Rhythm Divine (Fernando Garibay remix),Enrique Iglesias
7686,942ded2b-83f4-4cfc-8e4c-b9e8b2e809f1,Rhythm Divine (Stereo Club mix),Enrique Iglesias
7687,532b1eaf-1999-4c79-9eca-ed9bfb1b0567,Rhythm Divine (Morales Radio mix),Enrique Iglesias
7688,9c8fcaaa-53f1-4d70-86c7-7aef5f633a99,Rhythm Divine (Morales club mix),Enrique Iglesias
7689,37b82bf1-9988-4787-a6cd-2f4c54a96703,Rhythm Divine (Fernando Garibay's remix),Enrique Iglesias
7690,759345c6-f0a3-41e3-8447-24e7c3fbbe01,Rhythm Divine (Stereo Dub mix),Enrique Iglesias
7691,e0bd145e-bbfb-4452-9a20-aa6e987d1fa9,Rhythm Divine (Lord G's Divine Club),Enrique Iglesias
7692,ba03fd75-f626-4df4-81be-2ca3a1a4f257,Rhythm Divine (Fernando G Club Mix),Enrique Iglesias
7693,33c3942d-9006-4f6c-9cb9-fed1c20a46a4,Rhythm Divine (Lord G's Divine dub),Enrique Iglesias
7694,cb1cedd9-70d7-45d0-9f48-87fc2617bb83,Rhythm Divine (Mijango's English extended mix),Enrique Iglesias
7695,72c72bfc-f65a-490a-9c49-276153687e25,Rhythm Divine (Fernando's English club mix),Enrique Iglesias
7696,9f272b67-e9ee-4c56-b644-8ad1c91e1b24,Only Time,Enya
7697,8dd2d2b7-a447-4abc-822d-6e80b9edff6d,Only Time,Enya
7698,a32d6c2e-d003-41b2-9367-45ee50058796,Only Time,Enya
7699,4bb377da-36a0-4a0d-bfe7-bcc0f8fa3caf,Only Time,Enya
7700,53701c6a-685a-4255-a119-a3220d6d560a,Only Time,Enya
7701,672b44d4-be1c-4698-85dd-e476919766f4,Only Time,Enya
7702,56b782e9-6840-468f-ab63-08cdd05f6957,Only Time,Enya
7703,2c76e5cc-95ff-418c-85ef-bfdf1e25a94a,Only Time,Enya
7704,3c2ff825-aa40-4c97-8b47-a7214f7ea76f,Only Time,Enya
7705,6e039760-a23c-486b-8de0-20683c13ba71,Only Time,Enya
7706,c13026e5-9e54-45f9-955f-c80195e2e178,Only Time,Enya
7707,0fee3e4a-e6c3-4a86-a022-51437c919226,Only Time,Enya
7708,71f471b3-0ef7-459e-bff7-0bf58c0f219e,Only Time,Enya
7709,3fd2e762-3401-4965-88ad-5972d7321003,Only Time,Enya
7710,a54d144b-f0a0-4fc2-a3d2-da5af06553c6,Only Time,Enya
7711,4010dd4b-6465-4f7b-bf7c-dcc05827729a,Only Time (remix),Enya
7712,1100de7f-b5a2-4282-9439-c98220a1c804,Only Time (remix),Enya
7713,ea4b08ec-2b98-49ab-9359-d6e06af0b6e3,Only Time (remix),Enya
7714,22bac792-8225-4da0-b436-f9459303ee89,Only Time (remix),Enya
7715,b1f65b3e-4a10-40f9-b0f9-63fd70eb3760,Only Time (reggae mix),Enya
7716,7eb29ffc-0726-4313-b8bc-ddea3ac8d708,Only Time (Ashleigh remix),Enya
7717,229ed6c9-4843-47b8-997c-a93e77fefa25,Only Time (pop radio remix),Enya
7718,13a90b1c-38a7-46b9-b984-f775caf8c4d1,Only Time (Danny Morris mix),Enya
7719,de90936f-d5f4-481e-832f-1b1058883709,The Making of Only Time,Enya
7720,2db13332-20e1-40fa-9db4-77f94ec3154f,Only Time (Andre 81 waterfront remix),Enya
7721,89932b0c-5926-4915-a1d4-c69ae93522c1,Georgy Porgy,Eric Benét featuring Faith Evans
7722,7e01e54f-8a9f-4654-bf8a-f91d67302c62,Georgy Porgy,Eric Benét feat. Faith Evans
7723,086466df-31d2-497d-889c-db79d6bd38f3,Georgy Porgy,Eric Benét feat. Faith Evans
7724,c2384603-6e90-48cf-b865-3891187ad718,Georgy Porgy,Eric Benét feat. Faith Evans
7725,5ec54615-3d10-4114-92b6-b8d6cb8a3b78,Georgy Porgy,Eric Benét feat. Faith Evans
7726,92c56589-95a8-437b-9ccd-dbaafa8be1ee,Georgy Porgy (radio edit),Eric Benét feat. Faith Evans
7727,7011e3f4-d0b6-476f-9192-aa99b2ac42f8,Georgy Porgy (Somethin' for the People remix),Eric Benét feat. Faith Evans
7728,db44bbb5-472e-40ef-a2a9-91488af6c500,Georgy Porgy (So So Def radio remix w/ rap),Eric Benét feat. Faith Evans
7729,b9b1bf66-76d4-456a-82dc-1a1fbfb52e88,Georgy Porgy (So So Def radio remix w/o rap),Eric Benét feat. Faith Evans
7730,bd77a24a-e8ef-4e2c-87de-36e63874957e,Spend My Life With You,Eric Benét feat. Tamia
7731,6cb63adb-7602-4d02-8bca-67d90ea4462c,Spend My Life With You,Tamia Ft. Eric Benét
7732,e8cac128-873b-4875-a79a-11bc97922f0d,Flowers on the Wall,Eric Heatherly
7733,69eede49-13e4-4bac-bea1-43727d8adec2,Flowers on the Wall,Eric Heatherly
7734,41d8ed09-ee8e-4895-b57a-18cbaac13b37,Flowers on the Wall,Eric Heatherly
7735,d520df84-8892-4a61-8332-326351570372,Music (Karizma Mix),Marvin Gaye
7736,35c590b2-0abc-4501-a8fb-7eef8854f69a,Music (Kerri Mix),Marvin Gaye
7737,d8ba2528-a50c-45f2-b7be-c8c2c42c9a1d,Turn On Some Music,Marvin Gaye
7738,96ff9fe2-7c58-4be8-9873-282461ecf175,Turn On Some Music,Marvin Gaye
7739,4762d37f-1a07-45d9-8356-af94c20285a4,I've Got My Music,Marvin Gaye
7740,abd8c94e-f2fd-4fce-aab5-3e2f187f47eb,Turn on Some Music,Marvin Gaye
7741,acb82dc2-acd4-4b58-863d-c5ef9a0498a2,Turn on Some Music,Marvin Gaye
7742,86d09f0f-40f1-4d28-9e7c-07924810d77c,Turn On Some Music,Marvin Gaye
7743,b15f4f89-2a96-400e-9646-7f1cafb9db38,Turn On Some Music,Marvin Gaye
7744,125e33ea-d906-4d8e-ba5f-b33fc7c3157e,Turn On Some Music,Marvin Gaye
7745,a8b5ea45-16a0-4889-a11d-ae0248f593bf,Music,Erick Sermon feat. Marvin Gaye
7746,a022b1b2-a75d-43a3-8c75-20430645d184,Music,Erick Sermon feat. Marvin Gaye
7747,c30445b9-ecbd-4a95-b5c1-7732d49fa872,Music,Erick Sermon feat. Marvin Gaye
7748,e746ac09-de01-4d5f-b48a-a1e3b5f8aefc,Music,Erick Sermon feat. Marvin Gaye
7749,722976d1-7667-4897-bb47-6907f11855d8,Music,Erick Sermon feat. Marvin Gaye
7750,f676d8e8-2b3f-487f-bb69-8cc2af09b081,Music,Erick Sermon feat. Marvin Gaye
7751,7229ac19-95a3-41e7-913f-a3255d80d5fc,Music,Erick Sermon feat. Marvin Gaye
7752,47c49abd-1c7c-4519-9d64-11fde27f8c7f,Music,Erick Sermon feat. Marvin Gaye
7753,a227c3c2-f5c5-4974-82fb-8cb9c4c93f61,Music,Erick Sermon feat. Marvin Gaye
7754,9910cc74-e618-4c5a-8b3c-098d50af492e,I've Got My Music (original vocal version of 'Turn on Some Music'),Marvin Gaye
7755,935bb4ef-2158-43b0-813e-768665d426f9,Funky Space Reincarnation (OOFT Music edit),Marvin Gaye
7756,54ecf27b-b800-46a0-9571-6b6769a2aa9c,Turn on Some Music (alternate vocal/mix),Marvin Gaye
7757,a18723ea-15da-49b0-8e91-30bcf30ea9bb,Music (Mick’s Marvapella edit),Erick Sermon feat. Marvin Gaye
7758,e7940313-d539-4033-866f-cc87d1e8df6c,I’ve Got My Music,J Dilla & Marvin Gaye presented by David Begun
7759,a7dcdb4b-326c-474f-b682-8ae8be5eea10,React,Erick Sermon feat. Redman
7760,45a576d3-f5b0-40e1-b786-2bfc7f22e861,React,Erick Sermon feat. Redman
7761,4668ccf2-b727-488a-9cdd-17b6b0c19e75,React,Redman & Erick Sermon
7762,b88c0d77-e9e8-4ccc-bca1-c548f78874e0,React,Erick Sermon feat. Redman
7763,50aa5242-e48b-4ac6-b96e-914bc2f9121b,React,Erick Sermon feat. Redman
7764,783b7fee-4106-4082-b549-40a5f4b467bb,React,Erick Sermon feat. Redman
7765,98dbceec-2d15-4f80-a1a9-517c892e5ff5,React,Erick Sermon ft. Redman
7766,e41d2967-efcf-430d-b1cb-d2edfafee9cb,Bag Lady,Erykah Badu
7767,f957051e-b63e-460f-9835-10c5a51f4822,Bag Lady,Erykah Badu
7768,d0ebf53d-883d-459a-aaf0-658d8a4c61a6,Bag Lady,Erykah Badu
7769,a8622d71-a210-4f57-a99e-a30f023de597,Bag Lady,Erykah Badu
7770,ab7f5880-cb3e-4d2c-b4e7-bb12365cb57d,Bag Lady,Erykah Badu
7771,c017c92d-9a80-4581-829e-eaf1e6378c32,Bag Lady,Erykah Badu
7772,d4c95dfe-4e65-4734-a6ae-23d597265a64,Bag Lady,Erykah Badu
7773,a1d8c151-35bc-4266-912c-4d25eabcc19d,Bag Lady,Erykah Badu
7774,85041322-543f-4a6b-9f35-c3603a4ee702,Bag Lady,Erykah Badu
7775,0fd51887-cc3b-442b-9984-337b3a1ea5f1,Bag Lady,Erykah Badu
7776,27e14140-af49-4f24-8f03-85a46729e1f4,Bag Lady,Erykah Badu
7777,5cc198d2-31a6-4f11-8764-b243845853ae,Bag Lady,Erykah Badu
7778,501c5f75-cba6-46da-b682-0cd6e2a47c79,Bag Lady,Erykah Badu
7779,9ef6b301-1546-4de4-bc91-af17748b6a6c,Bag Lady,Erykah Badu
7780,5620f664-cf39-45c2-8511-3e46517ff252,Bag Lady,Erykah Badu
7781,426d48f1-64eb-4951-aef1-3cfd3fcdb4f2,Bag Lady,Erykah Badu
7782,27f31cf5-6398-4c3b-94d3-678d30be1b4e,Bag Lady,Erykah Badu
7783,fc3acb5a-fe08-4c83-a819-c65a5336fd57,Bag Lady,Erykah Badu
7784,888c2185-22ed-405e-a69b-f770ff34c9bd,Bag Lady,Erykah Badu
7785,1fd74e98-34d2-4929-8873-6012abdcd9d0,Bag Lady,Erykah Badu
7786,c72d10b5-43c7-4457-94c7-09a9f018308e,Bag Lady,Erykah Badu
7787,78c35a3f-fe57-426d-873d-131a6427a019,Bag Lady,Erykah Badu
7788,94e410f6-a7db-494d-846e-8f72d1496d9e,Bag Lady,Erykah Badu
7789,4f690e7c-7ccf-4a75-86c6-76606308e933,Bag Lady,Erykah Badu
7790,062ec870-9c38-4a33-846d-e1a0ae4d18ec,Bag Lady,Erykah Badu
7791,f6b48d5f-ce17-4a92-a4d6-3c3315cea970,Danger,Erykah Badu
7792,41e155ed-39d6-4213-8630-0890e70d0820,Danger,Erykah Badu
7793,2fb345f0-b9cc-455e-a378-ce4c336db966,"""Danger""",Erykah Badu
7794,d7facbe2-daf7-4644-b055-784c63def45b,Danger,Erykah Badu
7795,1a5c8c69-fc44-41d8-9bd9-c30048abce61,Danger,Erykah Badu
7796,2efa2bf2-6629-4cbc-9396-e010bd616b49,Danger,Erykah Badu
7797,0e57c7e2-2b6b-4a3a-bdc7-13ef08db4fdf,Danger,Erykah Badu
7798,370667de-45a1-4f7d-979b-f67f32c2ee49,Danger (remix),Erykah Badu
7799,fd031fd4-b3c5-48f8-9813-006bf8a20dff,Danger (radio mix),Erykah Badu
7800,1a37a537-7f7f-4374-848c-e521739fdc8e,Danger (Edroc remix),Erykah Badu
7801,745e4361-2e26-48dd-bcf4-72891d5e0681,Danger (album version),Erykah Badu
7802,23e81a14-ca45-45b5-8901-38853ce83ad0,Danger (Afreex remix),Erykah Badu
7803,5547147e-ab7d-4e0d-a150-c81eff203538,Danger (radio instrumental),Erykah Badu
7804,88e1473c-8718-4bab-b536-dbaeaf19a7cd,Danger (Full album version),Erykah Badu
7805,622ca260-4738-434d-af47-f1eceb07914c,Danger (remix),Erykah Badu feat. Sheek
7806,7c1856f1-35d3-4b81-9087-8bf4d472d85c,Danger (Bloc on Loc) (radio full mix),Erykah Badu
7807,6a872743-8b7d-4179-b20f-d6aacea0634d,Danger (remix),J‐Hood feat. Sheek Louch & Erykah Badu
7808,27fda3fa-1b9b-4543-a39e-d667dfba01be,"Ain't No Mistaken (Danger, Part 2)",Big Tuck feat. Erykah Badu
7809,9c743406-9185-44ad-99b3-eedbe0c22cba,Love of My Life,The Roots feat. Common
7810,7c7b99a9-9cd9-4ca2-89a5-54043b1b1cfd,Love of My Life,Erykah Badu and Common
7811,90f81896-6a23-4790-9205-334568431dc5,Love of My Life,Erykah Badu feat. Common
7812,746b0977-c6c1-4262-9db8-2b1ebae36dc6,The Love of My Life,Black Thought & Common
7813,f43595d6-eebf-4c1f-babd-56236022d513,Love of My Life,Soul Supreme & Common Sense feat. Erykah Badu
7814,eaf4c1c0-cb30-46a5-96ed-ad2bb1bac235,Act Too (Love of My Life),The Roots feat. Common
7815,91db7696-e79d-48f7-9631-f313718ed8b1,Act Too… Love of My Life,The Roots feat. Common
7816,6ec3499c-5b98-44bd-8cc2-8c5e8f54852f,Act Too (Love of My Life),The Roots feat. Common
7817,c55bb590-eb96-40c1-a891-6adfa12f1056,Act Too (The Love of My Life),The Roots feat. Common
7818,46221cd2-df1f-4c50-800c-a7c138eec137,Act Too (The Love of My Life),Common feat. The Roots
7819,5358e7b8-6981-4d6f-9307-faabb43ec6ce,"""Love Of My Life (Ode To Hip Hop)""",Erykah Badu ft. Common
7820,27b53fbb-83a4-417c-a8fb-a185c9b023ca,Love of My Life (An Ode to Hip Hop),Erykah Badu feat. Common
7821,fe353808-8be8-458a-adf5-a5e2b8030ec4,Love of My Life (An Ode to Hip Hop),Erykah Badu & Common
7822,443420e5-0523-438e-86fc-8d3fde8d6fd5,Love of My Life (An Ode to Hip Hop),Erykah Badu feat. Common
7823,6b561ead-ce89-4980-a6cc-47c8a267f8e7,Love of My Life (An Ode to Hip Hop),Erykah Badu & Common
7824,6c0ffd82-dcff-486e-9b59-fb715bc06589,Love Of My Life (An Ode To Hip Hop),Sophi Piper & Common
7825,4a9ee74f-4e1f-4c03-8516-9e779c901167,Love of My Life (An Ode to Hip Hop),Erykah Badu feat. Common
7826,8467fc0e-9223-44a0-a4cc-16a4869d69c0,Love Of My Life (An Ode To Hip Hop) (instrumental),Erykah Badu feat. Common
7827,6a1845cd-4567-41a5-b101-49a009fe2645,Love Of My Life (An Ode To Hip Hop) (radio edit),Erykah Badu feat. Common
7828,b46cd2cd-89f1-405c-b45b-a53cfd5a93f1,Love Of My Life (An Ode To Hip Hop) (a cappella),Erykah Badu feat. Common
7829,145904dc-1e34-480d-8acb-d93600563e63,"""Southern Gul""",Erykah Badu & Rahzel
7830,b0ad5aaf-47d6-489e-af1a-5de1c8f25b51,Southern Gul,Erykah Badu feat. Rahzel
7831,001ee343-e7fc-45b6-a897-b793e7ed8199,Southern Gul Erykah Badu,Erykah Badu feat. Rahzel
7832,58ccce18-edcd-4559-bb8f-3ca08fbbe375,Crazy for This Girl,Evan and Jaron
7833,967eb864-f818-4e92-a539-b4d4e76fe9ec,Crazy for This Girl,Evan and Jaron
7834,72e28892-be06-4786-9a83-d4ae5b991ebc,Crazy For This Girl,Evan and Jaron
7835,33b21747-ffca-4de0-bfce-63b17627bb7e,Crazy for This Girl,Evan and Jaron
7836,d850c589-4ba9-4160-af2f-7510ec4df4a1,Crazy for This Girl,Evan and Jaron
7837,78a00bdf-56e7-4e0f-bfaa-4d083c663eee,Crazy for This Girl,Evan and Jaron
7838,578695eb-0f2b-4726-b6d1-9a6d020ce4d5,Crazy for This Girl,Evan and Jaron
7839,b6fc8097-e8f0-4b03-866b-2c24cd762954,Crazy for This Girl,Evan and Jaron
7840,48ecdcb7-7ccb-4fd6-a924-a05b76301f0e,Crazy for This Girl (acoustic),Evan and Jaron
7841,8b524b82-4114-4f54-92e3-9ce54609391d,Crazy for This Girl (acoustic version),Evan and Jaron
7842,beaaeded-6bab-4d27-a6d6-f8a7154ce80a,Crazy for This Girl (album version),Evan and Jaron
7843,4c749191-1973-4dd7-bb8c-80a41881e8c6,Crazy for This Girl (acoustic version),Evan and Jaron
7844,5020d09c-9a4f-4ec1-8015-475e1913e86e,Crazy for This Girl (adult edit),Evan and Jaron
7845,2478322f-433f-4be0-8af4-0ccbfb37d929,Crazy for This Girl (radio edit),Evan and Jaron
7846,487706dc-f740-4304-a612-3d068df6a6b7,Crazy for This Girl (album version),Evan and Jaron
7847,a505debd-085a-4a5d-b201-9b9bda74a037,Crazy For This Girl (Spot Labello),Evan And Jaron
7848,0566e4b9-8e3c-4b15-8948-ed5597fc1fa0,My Immortal,Evanescence
7849,75056994-2ec8-4d7b-a757-54cd32dec26c,My Immortal,Evanescence
7850,e9029c25-97f4-4e75-9132-716b3d8e5642,My Immortal,Evanescence
7851,eb09f618-c978-4ab6-a65f-6b7860464b4b,My Immortal,Evanescence
7852,1a674d0f-32ac-4ab2-b34d-74e2ae0b2a04,My Immortal,Evanescence
7853,e4c894f4-7b9c-412b-aa0b-6b34bcbca45c,My Immortal,Evanescence
7854,a73979d6-6bcb-43f7-9561-e95a1259d524,My Immortal,Evanescence
7855,829f88d4-07b8-40a8-8d0e-693893d30d2e,My Immortal,Evanescence
7856,b8c6e44c-d8ee-4671-9320-b6a6fe3e8dfc,My Immortal,Evanescence
7857,f64eb41f-766f-40d5-9a27-0b3a9ec4646f,My Immortal,Evanescence
7858,d6be464a-2282-45b1-8c18-1ed0e5e55b14,My Immortal,Evanescence
7859,b1f91cca-d23c-41ee-8f7c-1360d44654e4,My Immortal,Evanescence
7860,e08cb493-f274-47ef-9ca3-267c8dfba159,My Immortal,Evanescence
7861,28d9a460-d1d4-4906-b6aa-1131059e23c8,My Immortal,Evanescence
7862,b604e9b1-d710-432c-a522-5dfaaa8f1ee0,My Immortal,Evanescence
7863,ff89615a-4c4a-4922-a3ad-6dd14c0541aa,My Immortal,Evanescence
7864,2f2e74a5-289c-468c-920a-63b7383c4cc1,My Immortal,Evanescence
7865,075d0cff-8efa-4ed4-84ce-985129ee940c,My Immortal,Evanescence
7866,b2d5f602-5a91-4098-9ee5-b489a9558fb8,My Immortal,Evanescence
7867,00cf9b35-1a41-47d9-82ab-66a5ab6e9ea6,My Immortal,Evanescence
7868,1c3e584a-8d89-4633-a0a9-c9ff5f08a133,My Immortal,Evanescence
7869,131f4eea-b22f-407a-8148-c07cba8e5cc8,My Immortal,Evanescence
7870,10605b60-2d38-4ff0-8147-26ee721809af,My Immortal,Evanescence
7871,74bbd2a9-70af-4e4c-b700-3764bceb697d,My Immortal,Evanescence
7872,68c22b2e-52d6-450b-bc8b-e6ed37a47c37,My Immortal,Evanescence
7873,3be89a3d-f138-4f97-aefb-84cb61bacd29,Gotta Man,Eve
7874,9a0a73f9-368a-4082-8e38-8957b58cdd76,Gotta Man,Eve
7875,9d12469e-569b-4968-97dd-b3cab8fcc5a8,Gotta Man,Eve
7876,927b02f3-50e5-4792-b393-a9064fddbe8d,Gotta Man,Eve
7877,68dcd21c-dd20-420e-b0ec-186e09926324,Gotta Man,Eve
7878,2072a7a1-09dd-4090-8cad-879957f86423,Gotta Man,Eve
7879,5d74cda5-6877-4e26-a1ca-712e7863686d,Satisfaction,Eve
7880,9ac220fc-7df4-49c1-abb2-bb772ad26392,Satisfaction,Eve
7881,08d65513-8913-46a7-ac3c-760fa4514a76,Satisfaction,Eve
7882,2f2d864d-abd1-448c-87bf-564b785fbbda,Satisfaction,Eve
7883,8b1b3785-d478-4190-a3b9-3ef3230e89b2,Satisfaction,Eve
7884,7ec414d4-80bf-48bc-8a84-b2f14e00f247,Satisfaction,Eve
7885,63d55402-65ae-419f-ac84-04a4136c66b9,Satisfaction,Eve
7886,a6e76c60-cb6b-4a36-941a-3d5831eb481e,Satisfaction,Eve
7887,49ab3834-a48d-4ce0-a72b-73dd8b66565c,Satisfaction,Eve
7888,d79a33af-cfc1-4924-be0f-4e0b6a4df52c,Satisfaction,Eve
7889,5c1ab957-72ea-4528-b8fc-f3c44ff444e4,Satisfaction,Eve
7890,7dd0e619-cdb1-4e51-8f3a-f148daafa6ad,Satisfaction,Eve
7891,3b4e801e-d91f-49b3-bb5a-198e85e66597,Satisfaction,Eve
7892,cd28ee74-aed6-4b95-bedb-a739d2a1171a,Satisfaction,Eve
7893,e24d04cd-14e4-4801-b893-33e4c903171e,Satisfaction,Eve
7894,ebfe7cb2-07ba-4d68-8b67-51bf79ee513c,Satisfaction,Eve
7895,d6879289-4d73-47a6-8c95-37cbfa49bd55,Satisfaction,Eve
7896,1d864657-d065-486e-ab9e-8a17019fc00b,Satisfaction,Eve
7897,d9b7ee83-3a63-4fe6-b32b-f134cdfdeb69,Satisfaction,Eve
7898,844065f7-0bb8-4bb5-bc72-c157cabe972f,Satisfaction,Eve
7899,49951213-3e5e-4bf3-a364-e44f614e2fa6,Satisfaction,Eve
7900,9665233e-ef59-4787-ad49-4d5378d5c6ac,Satisfaction,Eve
7901,4b581f54-d027-49d1-8d7a-eae2715bb004,Satisfaction,Eve
7902,d38cc0ed-8116-4b47-b87f-30b5f059a926,Satisfaction,Eve
7903,140be40a-2a22-4356-a3b5-01c54f818524,Satisfaction,Eve
7904,81de0778-66e0-42b2-ad6d-ad0d9e894295,Who’s That Girl?,Eve
7905,c606e1b4-7df0-4e16-ba8c-4ba753d2aa35,Who’s That Girl,Eve
7906,08783bec-82f8-42b1-a220-d3233fa6f34d,Who's That Girl,Eve
7907,9159a0a6-5dc8-49a6-8931-f87b65ba332d,Who’s that Girl,Eve
7908,1cb69c44-43b2-4125-94ed-b69c8c199502,Who’s That Girl?,Eve
7909,659d6512-92de-4fc1-9fc6-d71e396ea00d,Who’s That Girl,Eve
7910,897257d2-828c-4394-86c2-49cd3c095194,Who's That Girl?,Eve
7911,b34ac246-1148-4e18-a925-37c45ac795c5,Who’s That Girl,Eve
7912,c96e2d34-26cd-4ecc-a0a7-d12a148dda08,Who's That Girl,Eve
7913,07469e22-bf0a-45b4-9bc6-370957134bcd,Who's That Girl,Eve
7914,d18c2279-ef3d-47af-b671-adaf419bf5c6,Who's That Girl,Eve
7915,4b8c1270-f5e6-4623-a865-91f3a6a38729,Who’s That Girl,Eve
7916,c4a964f3-e597-487d-9f96-8fd6459c3947,Who's That Girl,Eve
7917,79e15c0c-6791-4175-b853-c030f8960044,Who's That Girl?,Eve
7918,dc80385a-454c-4198-9fae-a8dc5db541db,Who's That Girl,Eve
7919,afbad76d-be56-4488-99ec-b99d026accc3,Who’s That Girl?,Eve
7920,532c126e-3ded-4f43-99d1-0b51d2625e7c,Who's That Girl,Eve
7921,e7b72ae8-85ab-4016-9d8d-13e4ea42ecb5,Who's That Girl?,Eve
7922,aaaf4fbd-1830-4f35-9132-e0b7a9358a03,Who’s That Girl,Eve
7923,f490f5e4-6b9e-4cb8-bcd7-973794c3f5be,Who's That Girl,Eve
7924,6682786a-c29b-4451-a724-061f84d77444,Who’s That Girl,Eve
7925,4a4245a3-2bb9-4832-b5db-d971976bac03,Who's That Girl,Eve
7926,4475a712-d9f9-4556-8e3b-ae77fbb45e9b,Who's That Girl?,Eve
7927,72503937-5db5-422c-83fb-0845551e78cd,Who’s That Girl?,Eve
7928,c7e61510-c3e1-4e1e-868d-f31e1e583038,Who’s That Girl?,Eve
7929,84ccc8d1-f9d3-4e34-a5c0-618fd860a922,Got It All,Jadakiss
7930,2e5de2f7-a21f-494e-a40e-508a21d2879b,Got It All,Eve featuring Jadakiss
7931,db5eb3b9-bc2e-452b-a9d9-5811b06ed0b2,Got It All,Eve & Jadakiss
7932,33d07f59-4122-43f5-9be8-80aa57fc158b,Got It All,Eve feat. Jadakiss
7933,1ebd9026-f21b-4437-be05-5ff962611ca8,Got It All,Ruff Ryders featuring Eve and Jadakiss
7934,5630af63-4512-47cb-8a22-6ac30413796f,What ya Want,Eve & Nokio
7935,6b4c4670-b29b-4b97-935f-b12b56276e05,What Ya Want,Ruff Ryders feat. Eve & Nokio
7936,e6f4d86b-e480-43be-8e63-d53895144703,What Ya Want,Ruff Ryders feat. Eve & Nokio
7937,3aa1d573-30f6-4e71-bc08-aee310540170,What Ya Want,Ruff Ryders feat. Eve & Nokio
7938,cd041b56-d62e-4e93-9366-47eea30dbdf2,What Ya Want,Ruff Ryders featuring Eve and Nokio
7939,498412eb-f603-4ee1-9778-d2810f255a36,Here's to the Night,Eve 6
7940,6b238d46-d71b-493e-9798-ba144247e9e2,Here's to the Night,Eve 6
7941,37ef6dc9-a7da-486a-bbbe-94d331e7ff83,Here's to the Night,Eve 6
7942,15157ecc-0e75-4d0f-8a30-0f4d3b578b1e,Here’s to the Night,Eve 6
7943,40dc6def-bc4e-4512-94f0-daea75e0a3d6,Here's To The Night,Eve 6
7944,ca85074d-4c21-4315-86e8-49c9d1c73ffe,Here's to the Night,Eve 6
7945,c27d8c35-5cfe-480c-a7e7-b20e004d3af8,Here's To The Night,Eve 6
7946,ba26bda4-0380-4419-8d54-9a627c32cc84,Here's to the Night,Eve 6
7947,3d949f83-91a5-4bac-9345-01153722af02,Here's to the Night,Eve 6
7948,3c3e21f1-48d5-4281-9055-7270ebe5803c,Here's To The Night,Eve 6
7949,49d27a22-bd18-48ff-8493-525b807b5a69,Here’s to the Night,Eve 6
