ISRC,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
CA5KR2101957,I'm Leavin',G-Unit,0.428,0.949,10,-4.673,0,0.468,0.0864,0.0,0.264,0.599,171.744,audio_features,7f7UvwWUvYR9Y6JqtSBf4L,spotify:track:7f7UvwWUvYR9Y6JqtSBf4L,https://api.spotify.com/v1/tracks/7f7UvwWUvYR9Y6JqtSBf4L,https://api.spotify.com/v1/audio-analysis/7f7UvwWUvYR9Y6JqtSBf4L,229787,4
USUM72106316,Remedy (feat. Stevie Nicks),Maroon 5,0.753,0.633,6,-7.263,0,0.0594,0.14,0.0,0.392,0.714,132.031,audio_features,03blI4F6MeYd6kJx26VsJ2,spotify:track:03blI4F6MeYd6kJx26VsJ2,https://api.spotify.com/v1/tracks/03blI4F6MeYd6kJx26VsJ2,https://api.spotify.com/v1/audio-analysis/03blI4F6MeYd6kJx26VsJ2,149492,3
USWD11055153,Encom Part II,Daft Punk,0.431,0.455,7,-14.287,0,0.0362,0.443,0.684,0.124,0.446,160.558,audio_features,37OFlKZy7bJeF6vzFmekfK,spotify:track:37OFlKZy7bJeF6vzFmekfK,https://api.spotify.com/v1/tracks/37OFlKZy7bJeF6vzFmekfK,https://api.spotify.com/v1/audio-analysis/37OFlKZy7bJeF6vzFmekfK,136760,4
QMFME2173712,EPMD 2 (feat. Eminem & EPMD),Nas,0.596,0.822,10,-3.777,0,0.319,0.15,0.0,0.321,0.706,93.51,audio_features,24Phrh1LbmKGqRUGMQyU4m,spotify:track:24Phrh1LbmKGqRUGMQyU4m,https://api.spotify.com/v1/tracks/24Phrh1LbmKGqRUGMQyU4m,https://api.spotify.com/v1/audio-analysis/24Phrh1LbmKGqRUGMQyU4m,214435,4
USSM12101868,The Sun Hasn't Left,Modest Mouse,0.554,0.922,5,-3.895,1,0.0998,0.0193,0.000849,0.0672,0.559,168.055,audio_features,1ypxlH0Ay2kjsyuHEHJsLF,spotify:track:1ypxlH0Ay2kjsyuHEHJsLF,https://api.spotify.com/v1/tracks/1ypxlH0Ay2kjsyuHEHJsLF,https://api.spotify.com/v1/audio-analysis/1ypxlH0Ay2kjsyuHEHJsLF,263547,4
USIR10211471,Satisfaction,Eve,0.843,0.553,11,-3.198,0,0.437,0.236,0.0,0.0523,0.63,93.383,audio_features,0klzutEUO6IX3QSmtRDFrq,spotify:track:0klzutEUO6IX3QSmtRDFrq,https://api.spotify.com/v1/tracks/0klzutEUO6IX3QSmtRDFrq,https://api.spotify.com/v1/audio-analysis/0klzutEUO6IX3QSmtRDFrq,258733,4
USDJ20110890,Get The Fuck Back,Ludacris,0.651,0.773,2,-5.808,1,0.389,0.0149,0.0,0.143,0.545,114.071,audio_features,6a049FDGdsuWXhoc8XsDri,spotify:track:6a049FDGdsuWXhoc8XsDri,https://api.spotify.com/v1/tracks/6a049FDGdsuWXhoc8XsDri,https://api.spotify.com/v1/audio-analysis/6a049FDGdsuWXhoc8XsDri,321680,5
USRH11902899,Turn It Up,Prince,0.845,0.658,1,-7.062,1,0.122,0.0127,1.37e-06,0.0442,0.962,148.339,audio_features,4s1iuSR7ciB6K2PKFLIeiC,spotify:track:4s1iuSR7ciB6K2PKFLIeiC,https://api.spotify.com/v1/tracks/4s1iuSR7ciB6K2PKFLIeiC,https://api.spotify.com/v1/audio-analysis/4s1iuSR7ciB6K2PKFLIeiC,323227,4
USLXJ2007525,Be A Light,Thomas Rhett,0.511,0.486,0,-6.687,1,0.0267,0.0435,0.0,0.102,0.251,97.805,audio_features,31aT97IibN6AOy4jgaKeht,spotify:track:31aT97IibN6AOy4jgaKeht,https://api.spotify.com/v1/tracks/31aT97IibN6AOy4jgaKeht,https://api.spotify.com/v1/audio-analysis/31aT97IibN6AOy4jgaKeht,173961,4
USUM71517054,Rain,Jadakiss,0.464,0.956,10,-4.594,0,0.537,0.0113,0.0,0.341,0.284,86.496,audio_features,2xDIs2rjh0NGT3VZCUGD9K,spotify:track:2xDIs2rjh0NGT3VZCUGD9K,https://api.spotify.com/v1/tracks/2xDIs2rjh0NGT3VZCUGD9K,https://api.spotify.com/v1/audio-analysis/2xDIs2rjh0NGT3VZCUGD9K,296387,4
USSM19700775,Preface,Afroman,0.755,0.26,1,-15.088,1,0.201,0.00896,1.55e-05,0.1,0.325,87.155,audio_features,5vYxAEpnSXmsQ8tafjUzAv,spotify:track:5vYxAEpnSXmsQ8tafjUzAv,https://api.spotify.com/v1/tracks/5vYxAEpnSXmsQ8tafjUzAv,https://api.spotify.com/v1/audio-analysis/5vYxAEpnSXmsQ8tafjUzAv,66733,4
NLB639920007,Livin' la Vida Loca - Spanish Version,Ricky Martin,0.451,0.955,11,-3.026,1,0.0673,0.0126,0.0,0.0481,0.918,178.06,audio_features,4Yq7WIbdjwx4H7JR6Bf3nZ,spotify:track:4Yq7WIbdjwx4H7JR6Bf3nZ,https://api.spotify.com/v1/tracks/4Yq7WIbdjwx4H7JR6Bf3nZ,https://api.spotify.com/v1/audio-analysis/4Yq7WIbdjwx4H7JR6Bf3nZ,243227,4
GBUM71505113,Highness In The Sky - Bonus Track,Tori Amos,0.308,0.295,10,-12.61,0,0.0343,0.958,0.125,0.118,0.325,82.954,audio_features,1Ft5Gs5O2hGjzoFIzdMMr7,spotify:track:1Ft5Gs5O2hGjzoFIzdMMr7,https://api.spotify.com/v1/tracks/1Ft5Gs5O2hGjzoFIzdMMr7,https://api.spotify.com/v1/audio-analysis/1Ft5Gs5O2hGjzoFIzdMMr7,205333,3
USA176610310,Sad Day - (Original Single Mono Version),The Rolling Stones,0.651,0.722,10,-7.65,1,0.0409,0.065,0.0125,0.142,0.766,120.679,audio_features,1x67zP3rzp0f3oSOXUAM9S,spotify:track:1x67zP3rzp0f3oSOXUAM9S,https://api.spotify.com/v1/tracks/1x67zP3rzp0f3oSOXUAM9S,https://api.spotify.com/v1/audio-analysis/1x67zP3rzp0f3oSOXUAM9S,181480,4
USAT20704332,Amen,Kid Rock,0.701,0.794,0,-4.286,1,0.0338,0.036,0.0,0.223,0.294,103.994,audio_features,1C8QGWHQeHOCte0bB1dCHk,spotify:track:1C8QGWHQeHOCte0bB1dCHk,https://api.spotify.com/v1/tracks/1C8QGWHQeHOCte0bB1dCHk,https://api.spotify.com/v1/audio-analysis/1C8QGWHQeHOCte0bB1dCHk,280840,4
USAT20110293,What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,audio_features,2mKouqwAIdQnMP43zxR89r,spotify:track:2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/tracks/2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/audio-analysis/2mKouqwAIdQnMP43zxR89r,267093,4
USRC11901805,This Is the Story - Takes 1 & 2,Elvis Presley,0.552,0.121,9,-18.002,1,0.0374,0.863,9.16e-05,0.214,0.177,122.338,audio_features,3IjZmCcgX2kpUkM1OfxSxJ,spotify:track:3IjZmCcgX2kpUkM1OfxSxJ,https://api.spotify.com/v1/tracks/3IjZmCcgX2kpUkM1OfxSxJ,https://api.spotify.com/v1/audio-analysis/3IjZmCcgX2kpUkM1OfxSxJ,211213,3
US25T0614640,Forth & Back - Remix,Jay Dee,0.829,0.327,10,-14.319,0,0.378,0.739,4.42e-06,0.144,0.355,93.302,audio_features,79qbxWWJiI61RmOwGpXkSS,spotify:track:79qbxWWJiI61RmOwGpXkSS,https://api.spotify.com/v1/tracks/79qbxWWJiI61RmOwGpXkSS,https://api.spotify.com/v1/audio-analysis/79qbxWWJiI61RmOwGpXkSS,216973,4
GBUM71400512,Invisible - (RED) Edit,U2,0.535,0.888,3,-7.097,1,0.0514,0.00714,0.00841,0.106,0.545,136.992,audio_features,1zU1hssVqbyepuLza1qmgO,spotify:track:1zU1hssVqbyepuLza1qmgO,https://api.spotify.com/v1/tracks/1zU1hssVqbyepuLza1qmgO,https://api.spotify.com/v1/audio-analysis/1zU1hssVqbyepuLza1qmgO,226671,4
USSM19900607,Too Late,Jennifer Lopez,0.663,0.78,7,-6.26,0,0.0822,0.347,4.23e-06,0.0807,0.801,77.588,audio_features,5tSChhNIgrIe2dDM3syNGO,spotify:track:5tSChhNIgrIe2dDM3syNGO,https://api.spotify.com/v1/tracks/5tSChhNIgrIe2dDM3syNGO,https://api.spotify.com/v1/audio-analysis/5tSChhNIgrIe2dDM3syNGO,267427,4
USCN19600092,There's A Girl In Texas,Trace Adkins,0.724,0.638,4,-6.624,1,0.0291,0.1,0.0215,0.216,0.627,113.186,audio_features,26ZdsdtY0lRlgABAmYXq6p,spotify:track:26ZdsdtY0lRlgABAmYXq6p,https://api.spotify.com/v1/tracks/26ZdsdtY0lRlgABAmYXq6p,https://api.spotify.com/v1/audio-analysis/26ZdsdtY0lRlgABAmYXq6p,212827,4
USJI10200083,Life After Lisa,Bowling For Soup,0.632,0.782,4,-4.547,1,0.0293,0.000244,0.000389,0.0769,0.918,130.362,audio_features,4uMn4Wo4D7opYDBDAVzXha,spotify:track:4uMn4Wo4D7opYDBDAVzXha,https://api.spotify.com/v1/tracks/4uMn4Wo4D7opYDBDAVzXha,https://api.spotify.com/v1/audio-analysis/4uMn4Wo4D7opYDBDAVzXha,187840,4
USRC11301903,Tear It Up (feat. Future),R. Kelly,0.799,0.471,8,-4.664,0,0.0584,0.656,1.75e-05,0.115,0.567,125.992,audio_features,3T2S4sWmkZXTPWAvgQiz80,spotify:track:3T2S4sWmkZXTPWAvgQiz80,https://api.spotify.com/v1/tracks/3T2S4sWmkZXTPWAvgQiz80,https://api.spotify.com/v1/audio-analysis/3T2S4sWmkZXTPWAvgQiz80,221133,4
USUM70608751,Big It Up,N.O.R.E.,0.702,0.907,6,-3.544,1,0.315,0.161,0.0,0.281,0.808,97.058,audio_features,3KAOvsbvMSMAlz9q0hbMpt,spotify:track:3KAOvsbvMSMAlz9q0hbMpt,https://api.spotify.com/v1/tracks/3KAOvsbvMSMAlz9q0hbMpt,https://api.spotify.com/v1/audio-analysis/3KAOvsbvMSMAlz9q0hbMpt,250973,4
USDJ20110475,Area Codes,Ludacris,0.86,0.688,9,-7.203,0,0.434,0.399,0.0,0.67,0.622,100.934,audio_features,3lcC9CnN7Rpo1ugATzmYjY,spotify:track:3lcC9CnN7Rpo1ugATzmYjY,https://api.spotify.com/v1/tracks/3lcC9CnN7Rpo1ugATzmYjY,https://api.spotify.com/v1/audio-analysis/3lcC9CnN7Rpo1ugATzmYjY,303027,4
USIR10000228,Best Of Me (Featuring Jadakiss),Mýa,0.659,0.721,9,-8.525,0,0.117,0.166,0.0,0.0641,0.66,86.737,audio_features,3uLJA6A6gsEBYhqQR7C4wj,spotify:track:3uLJA6A6gsEBYhqQR7C4wj,https://api.spotify.com/v1/tracks/3uLJA6A6gsEBYhqQR7C4wj,https://api.spotify.com/v1/audio-analysis/3uLJA6A6gsEBYhqQR7C4wj,252360,4
NLB931902509,Sugar Shack,Beth Hart,0.53,0.9,9,-3.372,0,0.0454,0.003,0.00868,0.141,0.202,120.037,audio_features,7aYUwUxQgSBwtJur3XDNjr,spotify:track:7aYUwUxQgSBwtJur3XDNjr,https://api.spotify.com/v1/tracks/7aYUwUxQgSBwtJur3XDNjr,https://api.spotify.com/v1/audio-analysis/7aYUwUxQgSBwtJur3XDNjr,238928,4
USSM10507097,Check On It (feat. Slim Thug) - Junior Vasquez Club Mix,Beyoncé,0.689,0.977,11,-4.825,0,0.0653,0.0609,0.479,0.0644,0.645,130.011,audio_features,30rb2ieG7BD0xpGU89en1f,spotify:track:30rb2ieG7BD0xpGU89en1f,https://api.spotify.com/v1/tracks/30rb2ieG7BD0xpGU89en1f,https://api.spotify.com/v1/audio-analysis/30rb2ieG7BD0xpGU89en1f,511387,4
USSM19100307,Make It Happen,Mariah Carey,0.811,0.531,2,-8.537,0,0.0355,0.00657,0.0285,0.0801,0.752,107.853,audio_features,5UVcgBRW78CCcKCopEGAST,spotify:track:5UVcgBRW78CCcKCopEGAST,https://api.spotify.com/v1/tracks/5UVcgBRW78CCcKCopEGAST,https://api.spotify.com/v1/audio-analysis/5UVcgBRW78CCcKCopEGAST,307000,4
USSM12207159,COZY,Beyoncé,0.843,0.639,0,-8.202,1,0.0624,0.00113,0.00334,0.153,0.398,112.058,audio_features,42vGWSOjLteNhlySwoXrcK,spotify:track:42vGWSOjLteNhlySwoXrcK,https://api.spotify.com/v1/tracks/42vGWSOjLteNhlySwoXrcK,https://api.spotify.com/v1/audio-analysis/42vGWSOjLteNhlySwoXrcK,210372,4
GBAJH1100006,Never Let Me Down Again - Eric Prydz Remix,Depeche Mode,0.665,0.841,2,-4.061,1,0.0327,0.000565,0.584,0.0708,0.401,126.472,audio_features,7E49N1slv9JsBmXYAoRtQi,spotify:track:7E49N1slv9JsBmXYAoRtQi,https://api.spotify.com/v1/tracks/7E49N1slv9JsBmXYAoRtQi,https://api.spotify.com/v1/audio-analysis/7E49N1slv9JsBmXYAoRtQi,421067,4
USSM10107253,Deer Dance,System Of A Down,0.454,0.938,5,-3.594,0,0.123,0.0103,0.000892,0.311,0.795,160.157,audio_features,2SpGXD7EbexndFmmThrnsy,spotify:track:2SpGXD7EbexndFmmThrnsy,https://api.spotify.com/v1/tracks/2SpGXD7EbexndFmmThrnsy,https://api.spotify.com/v1/audio-analysis/2SpGXD7EbexndFmmThrnsy,174933,4
USJAY0100407,Shut 'Em Down 2002,Busta Rhymes,0.672,0.876,9,-3.525,1,0.344,0.0451,5.08e-06,0.514,0.534,91.493,audio_features,5faKSX7uMWqiVrmBuBmWIU,spotify:track:5faKSX7uMWqiVrmBuBmWIU,https://api.spotify.com/v1/tracks/5faKSX7uMWqiVrmBuBmWIU,https://api.spotify.com/v1/audio-analysis/5faKSX7uMWqiVrmBuBmWIU,181227,4
USJI19400002,I'm So into You,Aaliyah,0.697,0.536,10,-9.113,0,0.03,0.314,0.00303,0.344,0.734,99.972,audio_features,2BbQmjiUDHPBghItmFXl9d,spotify:track:2BbQmjiUDHPBghItmFXl9d,https://api.spotify.com/v1/tracks/2BbQmjiUDHPBghItmFXl9d,https://api.spotify.com/v1/audio-analysis/2BbQmjiUDHPBghItmFXl9d,205693,4
USVI20900127,Let Love Rule - Remastered,Lenny Kravitz,0.659,0.656,0,-6.067,1,0.032,0.0198,0.423,0.0474,0.696,152.781,audio_features,7CQsYUqjJPlx4iUEqAJOHK,spotify:track:7CQsYUqjJPlx4iUEqAJOHK,https://api.spotify.com/v1/tracks/7CQsYUqjJPlx4iUEqAJOHK,https://api.spotify.com/v1/audio-analysis/7CQsYUqjJPlx4iUEqAJOHK,342493,4
USVI28900022,Let Love Rule,Lenny Kravitz,0.689,0.452,0,-12.927,1,0.0407,0.0293,0.26,0.0672,0.696,152.814,audio_features,2pmN85k5m9nO1rWaCDdrNE,spotify:track:2pmN85k5m9nO1rWaCDdrNE,https://api.spotify.com/v1/tracks/2pmN85k5m9nO1rWaCDdrNE,https://api.spotify.com/v1/audio-analysis/2pmN85k5m9nO1rWaCDdrNE,342160,4
USRN19900006,God Must Have Spent a Little More Time on You (feat. *NSYNC),Alabama,0.608,0.507,10,-8.294,1,0.0243,0.114,0.0,0.103,0.265,84.924,audio_features,4R3BvvUm5fe8SCPs6287dY,spotify:track:4R3BvvUm5fe8SCPs6287dY,https://api.spotify.com/v1/tracks/4R3BvvUm5fe8SCPs6287dY,https://api.spotify.com/v1/audio-analysis/4R3BvvUm5fe8SCPs6287dY,278440,4
GBKPL1795990,Here for It,Xscap3,0.904,0.709,9,-6.191,1,0.151,0.126,1.32e-06,0.221,0.66,99.019,audio_features,2dBSgQAMeguOZInNAXWvjX,spotify:track:2dBSgQAMeguOZInNAXWvjX,https://api.spotify.com/v1/tracks/2dBSgQAMeguOZInNAXWvjX,https://api.spotify.com/v1/audio-analysis/2dBSgQAMeguOZInNAXWvjX,224101,4
QM24S2006734,Bewitched,Joey McIntyre,0.401,0.364,0,-12.087,1,0.0312,0.811,0.0188,0.117,0.354,72.896,audio_features,3oibyjlnVoVU3YMzN92bm8,spotify:track:3oibyjlnVoVU3YMzN92bm8,https://api.spotify.com/v1/tracks/3oibyjlnVoVU3YMzN92bm8,https://api.spotify.com/v1/audio-analysis/3oibyjlnVoVU3YMzN92bm8,225520,4
USGF19822112,Amazing - Live Version,Aerosmith,0.275,0.775,0,-6.759,1,0.0375,0.0105,0.000145,0.687,0.263,136.692,audio_features,2UhsiWJPvsSuRSrjLBpfj0,spotify:track:2UhsiWJPvsSuRSrjLBpfj0,https://api.spotify.com/v1/tracks/2UhsiWJPvsSuRSrjLBpfj0,https://api.spotify.com/v1/audio-analysis/2UhsiWJPvsSuRSrjLBpfj0,323133,4
USSM11102202,Thieves,Incubus,0.543,0.794,7,-7.379,1,0.0339,0.00842,1.76e-06,0.0815,0.711,155.97,audio_features,1GUzxDWvw8x7kiE5jQeLWY,spotify:track:1GUzxDWvw8x7kiE5jQeLWY,https://api.spotify.com/v1/tracks/1GUzxDWvw8x7kiE5jQeLWY,https://api.spotify.com/v1/audio-analysis/1GUzxDWvw8x7kiE5jQeLWY,256987,4
USAN29600118,Rudolph the Red Nosed Reindeer,Alan Jackson,0.588,0.544,9,-10.393,1,0.0403,0.325,0.0,0.123,0.474,135.442,audio_features,7mx9WWKqezyNIZ7um8nohu,spotify:track:7mx9WWKqezyNIZ7um8nohu,https://api.spotify.com/v1/tracks/7mx9WWKqezyNIZ7um8nohu,https://api.spotify.com/v1/audio-analysis/7mx9WWKqezyNIZ7um8nohu,176613,4
USBCE1010020,"We Be Dem, Pt. 1",Slum Village,0.835,0.882,5,-5.427,1,0.329,0.817,0.0,0.21,0.619,92.838,audio_features,6nF9QXh5ZhhysXTSMKM8lI,spotify:track:6nF9QXh5ZhhysXTSMKM8lI,https://api.spotify.com/v1/tracks/6nF9QXh5ZhhysXTSMKM8lI,https://api.spotify.com/v1/audio-analysis/6nF9QXh5ZhhysXTSMKM8lI,113146,4
USAM10200092,Soak Up The Sun,Sheryl Crow,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996,audio_features,215JYyyUnrJ98NK3KEwu6d,spotify:track:215JYyyUnrJ98NK3KEwu6d,https://api.spotify.com/v1/tracks/215JYyyUnrJ98NK3KEwu6d,https://api.spotify.com/v1/audio-analysis/215JYyyUnrJ98NK3KEwu6d,292307,4
GBARL1801772,Instrumental (Live) [Remastered],Fleetwood Mac,0.497,0.747,0,-9.245,1,0.0385,0.226,0.689,0.704,0.839,98.357,audio_features,2HukpPfn8765wbkzCoVqaU,spotify:track:2HukpPfn8765wbkzCoVqaU,https://api.spotify.com/v1/tracks/2HukpPfn8765wbkzCoVqaU,https://api.spotify.com/v1/audio-analysis/2HukpPfn8765wbkzCoVqaU,576749,4
USMO10110666,Prelude,Brian McKnight,0.256,0.428,5,-14.664,0,0.0404,0.926,0.852,0.127,0.074,75.609,audio_features,64mKBw37wcqIGwqdCTyvam,spotify:track:64mKBw37wcqIGwqdCTyvam,https://api.spotify.com/v1/tracks/64mKBw37wcqIGwqdCTyvam,https://api.spotify.com/v1/audio-analysis/64mKBw37wcqIGwqdCTyvam,167507,3
USAT20001594,Follow Me,Uncle Kracker,0.881,0.581,5,-5.367,1,0.0329,0.429,0.0,0.117,0.966,104.999,audio_features,0AlkWtp2aMuapA16d3pfrT,spotify:track:0AlkWtp2aMuapA16d3pfrT,https://api.spotify.com/v1/tracks/0AlkWtp2aMuapA16d3pfrT,https://api.spotify.com/v1/audio-analysis/0AlkWtp2aMuapA16d3pfrT,215107,4
USUM70972142,Makin Love,Fabolous,0.731,0.651,5,-8.324,0,0.182,0.501,0.0,0.126,0.588,81.958,audio_features,3ykIig4Y7J8KtmPR3555L9,spotify:track:3ykIig4Y7J8KtmPR3555L9,https://api.spotify.com/v1/tracks/3ykIig4Y7J8KtmPR3555L9,https://api.spotify.com/v1/audio-analysis/3ykIig4Y7J8KtmPR3555L9,247387,4
GB3AD2210000,This Is Not Our World - Ce n'est pas notre monde,Moby,0.616,0.946,7,-4.88,1,0.0335,0.000749,3e-05,0.162,0.87,119.998,audio_features,3zb70J0WpTgoDJDQFdgcuY,spotify:track:3zb70J0WpTgoDJDQFdgcuY,https://api.spotify.com/v1/tracks/3zb70J0WpTgoDJDQFdgcuY,https://api.spotify.com/v1/audio-analysis/3zb70J0WpTgoDJDQFdgcuY,209893,4
USUM70601367,Favorite Flavor,LL COOL J,0.765,0.583,8,-7.501,1,0.223,0.0479,0.0,0.392,0.893,95.008,audio_features,2KgIrcFgKqSff3uAOY4hXa,spotify:track:2KgIrcFgKqSff3uAOY4hXa,https://api.spotify.com/v1/tracks/2KgIrcFgKqSff3uAOY4hXa,https://api.spotify.com/v1/audio-analysis/2KgIrcFgKqSff3uAOY4hXa,206333,4
USUM71306669,#Beautiful,Mariah Carey,0.676,0.755,4,-5.333,1,0.0388,0.322,0.0,0.298,0.425,107.03,audio_features,1ahAuX3F6tDdNRfMdiLsv6,spotify:track:1ahAuX3F6tDdNRfMdiLsv6,https://api.spotify.com/v1/tracks/1ahAuX3F6tDdNRfMdiLsv6,https://api.spotify.com/v1/audio-analysis/1ahAuX3F6tDdNRfMdiLsv6,199947,4
USSM11303954,All of Me,John Legend,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
USSM10004737,Gravity Rides Everything,Modest Mouse,0.395,0.443,4,-7.972,1,0.0396,0.431,0.0352,0.504,0.714,103.262,audio_features,1pPqVrG2RCHXx81Aw4xp99,spotify:track:1pPqVrG2RCHXx81Aw4xp99,https://api.spotify.com/v1/tracks/1pPqVrG2RCHXx81Aw4xp99,https://api.spotify.com/v1/audio-analysis/1pPqVrG2RCHXx81Aw4xp99,259840,4
USJI10300054,Who's That (feat. Fat Joe) - Edited,R. Kelly,0.798,0.76,10,-4.762,0,0.0575,0.0892,0.0,0.15,0.922,95.011,audio_features,3gaaa6jwxro9Bw7f6HthyS,spotify:track:3gaaa6jwxro9Bw7f6HthyS,https://api.spotify.com/v1/tracks/3gaaa6jwxro9Bw7f6HthyS,https://api.spotify.com/v1/audio-analysis/3gaaa6jwxro9Bw7f6HthyS,213093,4
USUYG1114363,WiFi,DRAM,0.47,0.54,0,-7.606,0,0.0667,0.487,0.0,0.468,0.398,83.129,audio_features,4Ijpw64b8ifKu3ekKefHZN,spotify:track:4Ijpw64b8ifKu3ekKefHZN,https://api.spotify.com/v1/tracks/4Ijpw64b8ifKu3ekKefHZN,https://api.spotify.com/v1/audio-analysis/4Ijpw64b8ifKu3ekKefHZN,245538,4
USWB11600618,We Turn Red,Red Hot Chili Peppers,0.61,0.872,2,-5.428,0,0.0422,0.116,0.147,0.152,0.842,164.038,audio_features,0cv2LgkvEoQiGgFWcZaAMA,spotify:track:0cv2LgkvEoQiGgFWcZaAMA,https://api.spotify.com/v1/tracks/0cv2LgkvEoQiGgFWcZaAMA,https://api.spotify.com/v1/audio-analysis/0cv2LgkvEoQiGgFWcZaAMA,200467,4
USRC10301069,I Need Your Love Tonight - Remastered,Elvis Presley,0.5,0.848,7,-7.268,1,0.0491,0.846,4.78e-05,0.511,0.966,180.452,audio_features,7k5bDSJ8i6qFmPTeY6bYeI,spotify:track:7k5bDSJ8i6qFmPTeY6bYeI,https://api.spotify.com/v1/tracks/7k5bDSJ8i6qFmPTeY6bYeI,https://api.spotify.com/v1/audio-analysis/7k5bDSJ8i6qFmPTeY6bYeI,126107,4
USJI10000022,The Bitch Song,Bowling For Soup,0.379,0.674,7,-5.803,1,0.0358,0.00191,0.0,0.258,0.356,165.475,audio_features,3E9byN5yXXYcUKfhr3p2tN,spotify:track:3E9byN5yXXYcUKfhr3p2tN,https://api.spotify.com/v1/tracks/3E9byN5yXXYcUKfhr3p2tN,https://api.spotify.com/v1/audio-analysis/3E9byN5yXXYcUKfhr3p2tN,203000,4
USZCN1100027,The Bitch Song,Bowling For Soup,0.275,0.569,7,-3.669,1,0.0378,3.84e-05,0.0,0.401,0.512,165.415,audio_features,0Hqvc0eAkuCzWMH4stJdPC,spotify:track:0Hqvc0eAkuCzWMH4stJdPC,https://api.spotify.com/v1/tracks/0Hqvc0eAkuCzWMH4stJdPC,https://api.spotify.com/v1/audio-analysis/0Hqvc0eAkuCzWMH4stJdPC,202600,4
USRC10201080,Impossible,Christina Aguilera,0.658,0.438,2,-7.089,0,0.0645,0.356,2.61e-05,0.329,0.151,121.888,audio_features,4Kaxx66gshAgVCPyRzLfFo,spotify:track:4Kaxx66gshAgVCPyRzLfFo,https://api.spotify.com/v1/tracks/4Kaxx66gshAgVCPyRzLfFo,https://api.spotify.com/v1/audio-analysis/4Kaxx66gshAgVCPyRzLfFo,254493,3
USUM71111672,Murder To Excellence,JAY-Z,0.566,0.815,1,-4.741,1,0.321,0.0242,0.0,0.0804,0.576,87.353,audio_features,3Gjc2FE6BEMMHURUjlMXvX,spotify:track:3Gjc2FE6BEMMHURUjlMXvX,https://api.spotify.com/v1/tracks/3Gjc2FE6BEMMHURUjlMXvX,https://api.spotify.com/v1/audio-analysis/3Gjc2FE6BEMMHURUjlMXvX,300960,4
USAR10301296,Attention (feat. Raphael Saadiq),Kelis,0.745,0.766,2,-4.593,1,0.038,0.000378,0.0114,0.125,0.56,96.913,audio_features,6NWp1cHsQHVKcZev3rLJjg,spotify:track:6NWp1cHsQHVKcZev3rLJjg,https://api.spotify.com/v1/tracks/6NWp1cHsQHVKcZev3rLJjg,https://api.spotify.com/v1/audio-analysis/6NWp1cHsQHVKcZev3rLJjg,204333,4
USUM71702802,Confess,Logic,0.74,0.971,0,-2.81,1,0.0884,0.301,0.0016,0.156,0.528,122.952,audio_features,58kwvMXeOlsvzPqUlyj75Y,spotify:track:58kwvMXeOlsvzPqUlyj75Y,https://api.spotify.com/v1/tracks/58kwvMXeOlsvzPqUlyj75Y,https://api.spotify.com/v1/audio-analysis/58kwvMXeOlsvzPqUlyj75Y,343027,4
USDPK2000213,Top of the World - Aelonia Remix,Papa Roach,0.314,0.973,1,-3.97,1,0.244,0.00066,0.0,0.323,0.457,175.974,audio_features,5OJSO9LNqKwj7JQtjfoB83,spotify:track:5OJSO9LNqKwj7JQtjfoB83,https://api.spotify.com/v1/tracks/5OJSO9LNqKwj7JQtjfoB83,https://api.spotify.com/v1/audio-analysis/5OJSO9LNqKwj7JQtjfoB83,172500,4
USQY51410017,Rapid Eye Movement,Pharoahe Monch,0.583,0.885,11,-5.0,0,0.275,0.04,0.0,0.122,0.646,89.026,audio_features,0BTlLu7gyt3bsOTGiDJnnk,spotify:track:0BTlLu7gyt3bsOTGiDJnnk,https://api.spotify.com/v1/tracks/0BTlLu7gyt3bsOTGiDJnnk,https://api.spotify.com/v1/audio-analysis/0BTlLu7gyt3bsOTGiDJnnk,262467,4
USDJ29905437,Holla Holla - Remix,The Murderers,0.871,0.887,6,-5.567,1,0.359,0.0921,0.0,0.292,0.634,93.261,audio_features,5Aj7vwVZ0VYncsxHtEKrts,spotify:track:5Aj7vwVZ0VYncsxHtEKrts,https://api.spotify.com/v1/tracks/5Aj7vwVZ0VYncsxHtEKrts,https://api.spotify.com/v1/audio-analysis/5Aj7vwVZ0VYncsxHtEKrts,192600,4
