danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,ISRC
0.502,0.771,0,-7.581,1,0.0377,0.00975,0.000271,0.173,0.486,116.233,audio_features,5OaqO82u0qFnWJxFBjhhOP,spotify:track:5OaqO82u0qFnWJxFBjhhOP,https://api.spotify.com/v1/tracks/5OaqO82u0qFnWJxFBjhhOP,https://api.spotify.com/v1/audio-analysis/5OaqO82u0qFnWJxFBjhhOP,199600,4,USB480107408
0.298,0.183,2,-15.152,1,0.0328,0.965,0.0213,0.119,0.385,101.116,audio_features,2Oow7IkSD9yWZM2Nc5gnGU,spotify:track:2Oow7IkSD9yWZM2Nc5gnGU,https://api.spotify.com/v1/tracks/2Oow7IkSD9yWZM2Nc5gnGU,https://api.spotify.com/v1/audio-analysis/2Oow7IkSD9yWZM2Nc5gnGU,146560,4,USB480107409
0.287,0.279,2,-12.685,1,0.0304,0.487,0.00481,0.101,0.0882,129.684,audio_features,6429tS4WSjFY4wFxcJTyo2,spotify:track:6429tS4WSjFY4wFxcJTyo2,https://api.spotify.com/v1/tracks/6429tS4WSjFY4wFxcJTyo2,https://api.spotify.com/v1/audio-analysis/6429tS4WSjFY4wFxcJTyo2,337480,3,USB480107410
0.465,0.331,7,-10.437,1,0.028,0.854,0.174,0.107,0.114,109.163,audio_features,3sOo5R0Qp5vC54HXvln68i,spotify:track:3sOo5R0Qp5vC54HXvln68i,https://api.spotify.com/v1/tracks/3sOo5R0Qp5vC54HXvln68i,https://api.spotify.com/v1/audio-analysis/3sOo5R0Qp5vC54HXvln68i,261360,3,USB480107411
0.449,0.682,0,-10.245,1,0.0285,0.154,0.62,0.334,0.394,150.001,audio_features,6Co8nxjtWr2TvsqK4f6ruV,spotify:track:6Co8nxjtWr2TvsqK4f6ruV,https://api.spotify.com/v1/tracks/6Co8nxjtWr2TvsqK4f6ruV,https://api.spotify.com/v1/audio-analysis/6Co8nxjtWr2TvsqK4f6ruV,229160,4,USB480107412
0.613,0.625,9,-7.45,1,0.0425,0.0155,0.793,0.115,0.917,113.146,audio_features,15A0hfNKc5CwAayspfHYaz,spotify:track:15A0hfNKc5CwAayspfHYaz,https://api.spotify.com/v1/tracks/15A0hfNKc5CwAayspfHYaz,https://api.spotify.com/v1/audio-analysis/15A0hfNKc5CwAayspfHYaz,219720,4,USB480107413
0.472,0.686,0,-6.764,1,0.029,0.424,3.09e-06,0.274,0.652,123.973,audio_features,3TESbQGPungFKNWeqr2i3P,spotify:track:3TESbQGPungFKNWeqr2i3P,https://api.spotify.com/v1/tracks/3TESbQGPungFKNWeqr2i3P,https://api.spotify.com/v1/audio-analysis/3TESbQGPungFKNWeqr2i3P,283280,4,USB480107414
0.242,0.634,4,-8.4,0,0.0498,0.0128,2.57e-06,0.352,0.256,179.218,audio_features,17kv1AYV7qm8PEptWvBTlL,spotify:track:17kv1AYV7qm8PEptWvBTlL,https://api.spotify.com/v1/tracks/17kv1AYV7qm8PEptWvBTlL,https://api.spotify.com/v1/audio-analysis/17kv1AYV7qm8PEptWvBTlL,127693,3,USB480107415
0.543,0.81,2,-5.93,1,0.0732,0.436,0.00122,0.0856,0.802,115.034,audio_features,3O0YPTdLo8ppA3b2LSlQwD,spotify:track:3O0YPTdLo8ppA3b2LSlQwD,https://api.spotify.com/v1/tracks/3O0YPTdLo8ppA3b2LSlQwD,https://api.spotify.com/v1/audio-analysis/3O0YPTdLo8ppA3b2LSlQwD,138427,4,USB480107416
0.457,0.877,4,-9.075,0,0.0367,0.00688,0.849,0.111,0.696,101.413,audio_features,4MjUkdpYgovVKpgnCEPIp0,spotify:track:4MjUkdpYgovVKpgnCEPIp0,https://api.spotify.com/v1/tracks/4MjUkdpYgovVKpgnCEPIp0,https://api.spotify.com/v1/audio-analysis/4MjUkdpYgovVKpgnCEPIp0,156640,4,GBAJE0506891
0.688,0.808,2,-6.502,1,0.0336,0.0211,1.41e-06,0.123,0.945,119.968,audio_features,7oFTh9WlKbGjjlrp1xVmsu,spotify:track:7oFTh9WlKbGjjlrp1xVmsu,https://api.spotify.com/v1/tracks/7oFTh9WlKbGjjlrp1xVmsu,https://api.spotify.com/v1/audio-analysis/7oFTh9WlKbGjjlrp1xVmsu,170293,4,GBAJE0506888
0.209,0.98,1,-5.148,1,0.0868,0.0581,0.00128,0.849,0.511,168.517,audio_features,0AAcZPlDfgldkAs90VuOe7,spotify:track:0AAcZPlDfgldkAs90VuOe7,https://api.spotify.com/v1/tracks/0AAcZPlDfgldkAs90VuOe7,https://api.spotify.com/v1/audio-analysis/0AAcZPlDfgldkAs90VuOe7,200747,4,GBAJE7900027
0.163,0.999,0,-3.487,0,0.273,0.311,6.26e-05,0.425,0.0475,187.978,audio_features,4s1oMCuRxegF02zfOsIyf2,spotify:track:4s1oMCuRxegF02zfOsIyf2,https://api.spotify.com/v1/tracks/4s1oMCuRxegF02zfOsIyf2,https://api.spotify.com/v1/audio-analysis/4s1oMCuRxegF02zfOsIyf2,167496,4,GBAJE0502022
0.358,0.998,9,-5.514,1,0.154,0.00339,0.152,0.402,0.0393,123.73,audio_features,670G9wbOfYbCfwrQLCkpAz,spotify:track:670G9wbOfYbCfwrQLCkpAz,https://api.spotify.com/v1/tracks/670G9wbOfYbCfwrQLCkpAz,https://api.spotify.com/v1/audio-analysis/670G9wbOfYbCfwrQLCkpAz,178040,4,GBAJE8100073
0.181,0.977,1,-8.627,1,0.0972,4.45e-06,0.807,0.392,0.358,95.007,audio_features,6kSK6JZ4sbU1S6lucauKH9,spotify:track:6kSK6JZ4sbU1S6lucauKH9,https://api.spotify.com/v1/tracks/6kSK6JZ4sbU1S6lucauKH9,https://api.spotify.com/v1/audio-analysis/6kSK6JZ4sbU1S6lucauKH9,172895,4,GB5KW2004380
0.175,0.997,1,-6.027,1,0.103,0.000452,0.8,0.961,0.0668,93.575,audio_features,6ABeJ5OES49JatQV5HCbK6,spotify:track:6ABeJ5OES49JatQV5HCbK6,https://api.spotify.com/v1/tracks/6ABeJ5OES49JatQV5HCbK6,https://api.spotify.com/v1/audio-analysis/6ABeJ5OES49JatQV5HCbK6,177173,4,GBAJE8100022
0.421,0.973,10,-8.345,0,0.0843,0.00156,0.108,0.107,0.194,117.704,audio_features,36oBC1CVLq3eHrWoybEsrx,spotify:track:36oBC1CVLq3eHrWoybEsrx,https://api.spotify.com/v1/tracks/36oBC1CVLq3eHrWoybEsrx,https://api.spotify.com/v1/audio-analysis/36oBC1CVLq3eHrWoybEsrx,300880,4,GBAJE0502053
0.312,0.998,1,-3.592,1,0.176,0.00598,0.0126,0.709,0.136,102.527,audio_features,7ya1YYPfrZTrT9wgzT2Vau,spotify:track:7ya1YYPfrZTrT9wgzT2Vau,https://api.spotify.com/v1/tracks/7ya1YYPfrZTrT9wgzT2Vau,https://api.spotify.com/v1/audio-analysis/7ya1YYPfrZTrT9wgzT2Vau,162733,4,GB5KW2004381
0.299,0.956,3,-5.714,0,0.102,0.135,0.0933,0.0846,0.0689,135.505,audio_features,44Lho4FOL8wK3OUVO8ZoGg,spotify:track:44Lho4FOL8wK3OUVO8ZoGg,https://api.spotify.com/v1/tracks/44Lho4FOL8wK3OUVO8ZoGg,https://api.spotify.com/v1/audio-analysis/44Lho4FOL8wK3OUVO8ZoGg,186973,4,GBAJE0500443
0.275,0.987,1,-4.266,1,0.123,0.0784,0.597,0.363,0.0433,132.266,audio_features,2wmFpuXd4lJeM3MkpIcfjH,spotify:track:2wmFpuXd4lJeM3MkpIcfjH,https://api.spotify.com/v1/tracks/2wmFpuXd4lJeM3MkpIcfjH,https://api.spotify.com/v1/audio-analysis/2wmFpuXd4lJeM3MkpIcfjH,179493,4,GBAJE0500445
0.327,0.984,1,-6.425,1,0.0992,0.153,0.769,0.688,0.316,115.096,audio_features,2faLoff9neuAsbaO3LwJIK,spotify:track:2faLoff9neuAsbaO3LwJIK,https://api.spotify.com/v1/tracks/2faLoff9neuAsbaO3LwJIK,https://api.spotify.com/v1/audio-analysis/2faLoff9neuAsbaO3LwJIK,138133,4,GBAJE0500448
0.399,0.486,9,-12.606,0,0.0446,0.776,8.02e-05,0.151,0.334,133.863,audio_features,3v3ak1HPkCorepvdpSWDLw,spotify:track:3v3ak1HPkCorepvdpSWDLw,https://api.spotify.com/v1/tracks/3v3ak1HPkCorepvdpSWDLw,https://api.spotify.com/v1/audio-analysis/3v3ak1HPkCorepvdpSWDLw,142400,4,USMYR0306001
0.543,0.78,2,-9.911,1,0.0459,0.0145,0.648,0.333,0.534,187.484,audio_features,2T81p9MeYDvN3g0BObGuCa,spotify:track:2T81p9MeYDvN3g0BObGuCa,https://api.spotify.com/v1/tracks/2T81p9MeYDvN3g0BObGuCa,https://api.spotify.com/v1/audio-analysis/2T81p9MeYDvN3g0BObGuCa,194293,3,USMYR0306002
0.526,0.618,5,-10.188,0,0.0565,0.00826,0.731,0.394,0.568,184.007,audio_features,5E4kJCuitB4BiDgz0Mx7Gp,spotify:track:5E4kJCuitB4BiDgz0Mx7Gp,https://api.spotify.com/v1/tracks/5E4kJCuitB4BiDgz0Mx7Gp,https://api.spotify.com/v1/audio-analysis/5E4kJCuitB4BiDgz0Mx7Gp,252400,4,USMYR0306003
0.569,0.438,4,-14.672,0,0.0607,0.53,0.837,0.266,0.274,121.925,audio_features,1GJLq5qDfVHCSvtGlCzqMz,spotify:track:1GJLq5qDfVHCSvtGlCzqMz,https://api.spotify.com/v1/tracks/1GJLq5qDfVHCSvtGlCzqMz,https://api.spotify.com/v1/audio-analysis/1GJLq5qDfVHCSvtGlCzqMz,231507,4,USMYR0306004
0.668,0.435,2,-12.264,1,0.0561,0.193,0.806,0.203,0.143,129.014,audio_features,65X7vFxMzt2QKZsnirzCvl,spotify:track:65X7vFxMzt2QKZsnirzCvl,https://api.spotify.com/v1/tracks/65X7vFxMzt2QKZsnirzCvl,https://api.spotify.com/v1/audio-analysis/65X7vFxMzt2QKZsnirzCvl,252227,4,USMYR0306005
0.68,0.365,5,-13.005,0,0.0326,0.585,0.574,0.466,0.326,99.991,audio_features,2pX2KL8DuL5A9piw1gJBR8,spotify:track:2pX2KL8DuL5A9piw1gJBR8,https://api.spotify.com/v1/tracks/2pX2KL8DuL5A9piw1gJBR8,https://api.spotify.com/v1/audio-analysis/2pX2KL8DuL5A9piw1gJBR8,316440,4,USMYR0306006
0.244,0.49,7,-10.667,1,0.0519,0.0776,0.856,0.377,0.0716,80.702,audio_features,7xlt9ruej6HNWFp78wA2hx,spotify:track:7xlt9ruej6HNWFp78wA2hx,https://api.spotify.com/v1/tracks/7xlt9ruej6HNWFp78wA2hx,https://api.spotify.com/v1/audio-analysis/7xlt9ruej6HNWFp78wA2hx,368133,4,USMYR0306007
0.666,0.321,4,-16.038,0,0.0573,0.886,0.00728,0.266,0.645,160.007,audio_features,7J9vinRXin3btUODPXWAKI,spotify:track:7J9vinRXin3btUODPXWAKI,https://api.spotify.com/v1/tracks/7J9vinRXin3btUODPXWAKI,https://api.spotify.com/v1/audio-analysis/7J9vinRXin3btUODPXWAKI,173267,4,USMYR0306008
0.774,0.361,1,-10.919,0,0.0463,0.0299,0.794,0.0694,0.231,99.993,audio_features,2uCtWqIvKGkSAmjvCcazog,spotify:track:2uCtWqIvKGkSAmjvCcazog,https://api.spotify.com/v1/tracks/2uCtWqIvKGkSAmjvCcazog,https://api.spotify.com/v1/audio-analysis/2uCtWqIvKGkSAmjvCcazog,262293,4,USMYR0306009
0.564,0.533,5,-13.111,0,0.0449,0.5,0.79,0.108,0.524,180.059,audio_features,6OWzZzAdLat8y3DiL8Io9E,spotify:track:6OWzZzAdLat8y3DiL8Io9E,https://api.spotify.com/v1/tracks/6OWzZzAdLat8y3DiL8Io9E,https://api.spotify.com/v1/audio-analysis/6OWzZzAdLat8y3DiL8Io9E,230133,3,USMYR0306010
0.66,0.355,4,-13.937,1,0.0421,0.643,0.675,0.114,0.449,79.998,audio_features,7GGThL3iDBBp221rvCiAJN,spotify:track:7GGThL3iDBBp221rvCiAJN,https://api.spotify.com/v1/tracks/7GGThL3iDBBp221rvCiAJN,https://api.spotify.com/v1/audio-analysis/7GGThL3iDBBp221rvCiAJN,284200,4,USMYR0306011
0.309,0.0208,1,-18.569,1,0.0456,0.423,0.244,0.436,0.255,158.145,audio_features,4I0m4m2dHoDZqv9aqp83sV,spotify:track:4I0m4m2dHoDZqv9aqp83sV,https://api.spotify.com/v1/tracks/4I0m4m2dHoDZqv9aqp83sV,https://api.spotify.com/v1/audio-analysis/4I0m4m2dHoDZqv9aqp83sV,837667,3,USMYR0306012
0.645,0.378,2,-10.778,0,0.0492,0.898,0.162,0.139,0.233,112.79,audio_features,46tiMKPmQu3POZGVIO2hHG,spotify:track:46tiMKPmQu3POZGVIO2hHG,https://api.spotify.com/v1/tracks/46tiMKPmQu3POZGVIO2hHG,https://api.spotify.com/v1/audio-analysis/46tiMKPmQu3POZGVIO2hHG,200093,4,GBBCN9800113
0.529,0.228,8,-11.174,1,0.028,0.881,2.26e-05,0.452,0.322,79.297,audio_features,6OLvy1uhsQ6KKwMzVfHEVu,spotify:track:6OLvy1uhsQ6KKwMzVfHEVu,https://api.spotify.com/v1/tracks/6OLvy1uhsQ6KKwMzVfHEVu,https://api.spotify.com/v1/audio-analysis/6OLvy1uhsQ6KKwMzVfHEVu,184320,3,USRH11506090
0.505,0.0477,8,-23.032,1,0.0278,0.91,2.61e-06,0.0675,0.309,78.856,audio_features,2BQZvZsA9SRafvWEBSQnri,spotify:track:2BQZvZsA9SRafvWEBSQnri,https://api.spotify.com/v1/tracks/2BQZvZsA9SRafvWEBSQnri,https://api.spotify.com/v1/audio-analysis/2BQZvZsA9SRafvWEBSQnri,184227,3,USWSP0000010
0.278,0.582,0,-7.613,1,0.0362,0.589,7.56e-06,0.691,0.503,172.549,audio_features,1Mw5hlQc2328fJL7AGZb65,spotify:track:1Mw5hlQc2328fJL7AGZb65,https://api.spotify.com/v1/tracks/1Mw5hlQc2328fJL7AGZb65,https://api.spotify.com/v1/audio-analysis/1Mw5hlQc2328fJL7AGZb65,200213,3,USWSP0000036
0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,audio_features,3xsOtNxtBW0oTI1OWKAzTm,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/tracks/3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/audio-analysis/3xsOtNxtBW0oTI1OWKAzTm,178333,4,USWSP0000173
0.317,0.293,10,-9.849,1,0.0328,0.929,5.29e-06,0.132,0.183,137.06,audio_features,5eeZr5k6eprE1NToNTZuxs,spotify:track:5eeZr5k6eprE1NToNTZuxs,https://api.spotify.com/v1/tracks/5eeZr5k6eprE1NToNTZuxs,https://api.spotify.com/v1/audio-analysis/5eeZr5k6eprE1NToNTZuxs,165306,4,USWSP0000005
0.569,0.503,7,-5.467,1,0.0449,0.732,0.0,0.0773,0.711,147.098,audio_features,24tftHJX1r74L5xeUxW1OJ,spotify:track:24tftHJX1r74L5xeUxW1OJ,https://api.spotify.com/v1/tracks/24tftHJX1r74L5xeUxW1OJ,https://api.spotify.com/v1/audio-analysis/24tftHJX1r74L5xeUxW1OJ,186987,4,USRH11506288
0.512,0.415,7,-7.642,1,0.0608,0.872,0.0,0.184,0.714,147.2,audio_features,05XkMS2YVNfPNXepMScPRJ,spotify:track:05XkMS2YVNfPNXepMScPRJ,https://api.spotify.com/v1/tracks/05XkMS2YVNfPNXepMScPRJ,https://api.spotify.com/v1/audio-analysis/05XkMS2YVNfPNXepMScPRJ,188360,4,USWSP0000078
0.617,0.107,5,-21.131,1,0.041,0.95,7.81e-05,0.0917,0.384,93.464,audio_features,7hUGr5xS0S4sAPbhksFYbD,spotify:track:7hUGr5xS0S4sAPbhksFYbD,https://api.spotify.com/v1/tracks/7hUGr5xS0S4sAPbhksFYbD,https://api.spotify.com/v1/audio-analysis/7hUGr5xS0S4sAPbhksFYbD,202373,4,USWSP0000196
0.734,0.713,0,-6.79,1,0.0501,0.377,4.24e-05,0.0984,0.89,78.471,audio_features,2kLLEhyWHRWUT8xhEpZvpr,spotify:track:2kLLEhyWHRWUT8xhEpZvpr,https://api.spotify.com/v1/tracks/2kLLEhyWHRWUT8xhEpZvpr,https://api.spotify.com/v1/audio-analysis/2kLLEhyWHRWUT8xhEpZvpr,179333,4,USRH11506314
0.658,0.657,0,-7.792,1,0.0482,0.592,9.5e-06,0.08,0.888,157.269,audio_features,1YIWYzMq84I46LmgX1vpye,spotify:track:1YIWYzMq84I46LmgX1vpye,https://api.spotify.com/v1/tracks/1YIWYzMq84I46LmgX1vpye,https://api.spotify.com/v1/audio-analysis/1YIWYzMq84I46LmgX1vpye,179440,4,USWSP0000033
0.676,0.339,1,-13.805,1,0.0509,0.717,9.77e-06,0.109,0.756,136.882,audio_features,1MHgV79MSYE6ymNlGa3bRY,spotify:track:1MHgV79MSYE6ymNlGa3bRY,https://api.spotify.com/v1/tracks/1MHgV79MSYE6ymNlGa3bRY,https://api.spotify.com/v1/audio-analysis/1MHgV79MSYE6ymNlGa3bRY,174840,4,USWSP0000062
0.839,0.592,0,-11.661,1,0.0839,0.513,0.0,0.322,0.801,116.4,audio_features,4IrSsxKVRUa8khIqbtDge0,spotify:track:4IrSsxKVRUa8khIqbtDge0,https://api.spotify.com/v1/tracks/4IrSsxKVRUa8khIqbtDge0,https://api.spotify.com/v1/audio-analysis/4IrSsxKVRUa8khIqbtDge0,239444,4,USAT20001206
0.835,0.628,0,-10.976,1,0.0733,0.504,0.0,0.565,0.768,116.382,audio_features,7Hr0edjEmmBffbcISAWybz,spotify:track:7Hr0edjEmmBffbcISAWybz,https://api.spotify.com/v1/tracks/7Hr0edjEmmBffbcISAWybz,https://api.spotify.com/v1/audio-analysis/7Hr0edjEmmBffbcISAWybz,241226,4,USAT20700868
0.761,0.724,0,-7.696,1,0.0559,0.323,0.0,0.559,0.627,116.539,audio_features,6hWEIg4V2e3irKCenoGnDh,spotify:track:6hWEIg4V2e3irKCenoGnDh,https://api.spotify.com/v1/tracks/6hWEIg4V2e3irKCenoGnDh,https://api.spotify.com/v1/audio-analysis/6hWEIg4V2e3irKCenoGnDh,240680,4,USRH11506472
0.803,0.73,9,-7.458,0,0.0608,0.643,0.0,0.585,0.816,116.626,audio_features,2ARBXxaM4pzXhGpFoZPAg7,spotify:track:2ARBXxaM4pzXhGpFoZPAg7,https://api.spotify.com/v1/tracks/2ARBXxaM4pzXhGpFoZPAg7,https://api.spotify.com/v1/audio-analysis/2ARBXxaM4pzXhGpFoZPAg7,240240,4,USWB10201415
0.35,0.371,11,-10.538,0,0.0319,0.219,0.0,0.151,0.21,131.603,audio_features,4V3AGIIQeJoBUPaTCLiscB,spotify:track:4V3AGIIQeJoBUPaTCLiscB,https://api.spotify.com/v1/tracks/4V3AGIIQeJoBUPaTCLiscB,https://api.spotify.com/v1/audio-analysis/4V3AGIIQeJoBUPaTCLiscB,211920,4,USAR17900007
0.382,0.444,2,-7.681,1,0.0287,0.487,9.15e-06,0.18,0.265,130.604,audio_features,6T5D44WwtpzYn5ul81okXa,spotify:track:6T5D44WwtpzYn5ul81okXa,https://api.spotify.com/v1/tracks/6T5D44WwtpzYn5ul81okXa,https://api.spotify.com/v1/audio-analysis/6T5D44WwtpzYn5ul81okXa,208280,4,USAR19901457
0.304,0.42,2,-6.259,1,0.028,0.633,0.000179,0.118,0.238,132.846,audio_features,0su63bPkffCczGB8KCTGol,spotify:track:0su63bPkffCczGB8KCTGol,https://api.spotify.com/v1/tracks/0su63bPkffCczGB8KCTGol,https://api.spotify.com/v1/audio-analysis/0su63bPkffCczGB8KCTGol,242507,4,USAR19901459
0.671,0.514,1,-13.561,0,0.0239,0.0921,1.53e-05,0.137,0.803,100.771,audio_features,3iMLRCGHLQ135LtMjKLkO8,spotify:track:3iMLRCGHLQ135LtMjKLkO8,https://api.spotify.com/v1/tracks/3iMLRCGHLQ135LtMjKLkO8,https://api.spotify.com/v1/audio-analysis/3iMLRCGHLQ135LtMjKLkO8,258206,4,USAR18200009
0.663,0.588,8,-11.098,0,0.0228,0.0741,1.17e-05,0.208,0.858,100.771,audio_features,08zxFnA1aeeMa86R6dXWjt,spotify:track:08zxFnA1aeeMa86R6dXWjt,https://api.spotify.com/v1/tracks/08zxFnA1aeeMa86R6dXWjt,https://api.spotify.com/v1/audio-analysis/08zxFnA1aeeMa86R6dXWjt,255507,4,USAR19901461
0.355,0.322,8,-11.46,1,0.0367,0.721,0.00404,0.103,0.14,114.826,audio_features,5Qnh3YozE9FvkqvjYXyaps,spotify:track:5Qnh3YozE9FvkqvjYXyaps,https://api.spotify.com/v1/tracks/5Qnh3YozE9FvkqvjYXyaps,https://api.spotify.com/v1/audio-analysis/5Qnh3YozE9FvkqvjYXyaps,207160,4,USAR19901462
0.429,0.232,0,-14.05,1,0.0299,0.445,5.59e-05,0.101,0.131,113.038,audio_features,4btbzkDX71qswNQc6tNO3i,spotify:track:4btbzkDX71qswNQc6tNO3i,https://api.spotify.com/v1/tracks/4btbzkDX71qswNQc6tNO3i,https://api.spotify.com/v1/audio-analysis/4btbzkDX71qswNQc6tNO3i,328827,4,USAR10500528
0.321,0.225,0,-13.882,1,0.0308,0.694,0.00171,0.086,0.107,112.617,audio_features,52RHuYp6Ng8KvYkLEY7W55,spotify:track:52RHuYp6Ng8KvYkLEY7W55,https://api.spotify.com/v1/tracks/52RHuYp6Ng8KvYkLEY7W55,https://api.spotify.com/v1/audio-analysis/52RHuYp6Ng8KvYkLEY7W55,330067,4,USAR19901463
0.78,0.39,0,-16.191,0,0.0311,0.307,1.46e-05,0.101,0.68,116.161,audio_features,1tP57P7BjCiPv0R9JCTygS,spotify:track:1tP57P7BjCiPv0R9JCTygS,https://api.spotify.com/v1/tracks/1tP57P7BjCiPv0R9JCTygS,https://api.spotify.com/v1/audio-analysis/1tP57P7BjCiPv0R9JCTygS,276040,4,USAR18700118
0.499,0.453,3,-10.893,1,0.0373,0.715,0.0,0.0895,0.218,130.592,audio_features,5pC7rEhRnSgz9UF9UBjRnb,spotify:track:5pC7rEhRnSgz9UF9UBjRnb,https://api.spotify.com/v1/tracks/5pC7rEhRnSgz9UF9UBjRnb,https://api.spotify.com/v1/audio-analysis/5pC7rEhRnSgz9UF9UBjRnb,262093,4,USAR19901465
0.673,0.286,8,-14.643,1,0.0313,0.294,0.0,0.086,0.199,120.117,audio_features,1cOj24fUMnBSXhtp7waHVW,spotify:track:1cOj24fUMnBSXhtp7waHVW,https://api.spotify.com/v1/tracks/1cOj24fUMnBSXhtp7waHVW,https://api.spotify.com/v1/audio-analysis/1cOj24fUMnBSXhtp7waHVW,256467,4,USAR18500220
0.673,0.324,0,-12.513,0,0.0305,0.326,1.64e-06,0.0767,0.162,119.894,audio_features,13vqqi30qvTpWVC9JSC2aM,spotify:track:13vqqi30qvTpWVC9JSC2aM,https://api.spotify.com/v1/tracks/13vqqi30qvTpWVC9JSC2aM,https://api.spotify.com/v1/audio-analysis/13vqqi30qvTpWVC9JSC2aM,255760,4,USAR19901466
0.611,0.724,4,-7.572,1,0.0421,0.0104,0.0452,0.0748,0.45,97.148,audio_features,0Z2zNMZV5kuRIQzf9cOgZc,spotify:track:0Z2zNMZV5kuRIQzf9cOgZc,https://api.spotify.com/v1/tracks/0Z2zNMZV5kuRIQzf9cOgZc,https://api.spotify.com/v1/audio-analysis/0Z2zNMZV5kuRIQzf9cOgZc,229733,4,GBAJH9900038
0.548,0.612,6,-14.269,0,0.0382,0.000664,0.66,0.861,0.328,100.977,audio_features,6O07zhmbRucDwUX7MRxVtY,spotify:track:6O07zhmbRucDwUX7MRxVtY,https://api.spotify.com/v1/tracks/6O07zhmbRucDwUX7MRxVtY,https://api.spotify.com/v1/audio-analysis/6O07zhmbRucDwUX7MRxVtY,317200,4,GBAJH0300293
0.611,0.786,4,-7.925,0,0.0478,0.000125,0.908,0.0906,0.689,134.007,audio_features,0CYYjRywlZH8tYAtLuzqX0,spotify:track:0CYYjRywlZH8tYAtLuzqX0,https://api.spotify.com/v1/tracks/0CYYjRywlZH8tYAtLuzqX0,https://api.spotify.com/v1/audio-analysis/0CYYjRywlZH8tYAtLuzqX0,241573,4,GBAJH0602036
0.618,0.778,4,-7.762,0,0.0467,0.000248,0.878,0.0542,0.651,134.032,audio_features,3FyCUDuq30QbxeBq3yhQDH,spotify:track:3FyCUDuq30QbxeBq3yhQDH,https://api.spotify.com/v1/tracks/3FyCUDuq30QbxeBq3yhQDH,https://api.spotify.com/v1/audio-analysis/3FyCUDuq30QbxeBq3yhQDH,239867,4,GBAJH9700260
0.505,0.29,7,-15.544,1,0.0258,0.0938,0.00231,0.128,0.0795,95.016,audio_features,12qt4nPf5ih6lnJIXmrQhj,spotify:track:12qt4nPf5ih6lnJIXmrQhj,https://api.spotify.com/v1/tracks/12qt4nPf5ih6lnJIXmrQhj,https://api.spotify.com/v1/audio-analysis/12qt4nPf5ih6lnJIXmrQhj,333640,4,GBAJH0300294
0.287,0.214,9,-12.527,0,0.0327,0.903,0.843,0.136,0.0396,74.82,audio_features,5TSnj6Mg8T0OGy4MXcafTg,spotify:track:5TSnj6Mg8T0OGy4MXcafTg,https://api.spotify.com/v1/tracks/5TSnj6Mg8T0OGy4MXcafTg,https://api.spotify.com/v1/audio-analysis/5TSnj6Mg8T0OGy4MXcafTg,129400,4,GBAJH9600180
0.546,0.887,9,-7.063,0,0.0337,0.000242,0.573,0.114,0.34,131.996,audio_features,6JsTs7bWYnOempnMcZQwzG,spotify:track:6JsTs7bWYnOempnMcZQwzG,https://api.spotify.com/v1/tracks/6JsTs7bWYnOempnMcZQwzG,https://api.spotify.com/v1/audio-analysis/6JsTs7bWYnOempnMcZQwzG,219053,4,GBAJH0602044
0.79,0.863,1,-6.673,0,0.217,2.13e-05,0.924,0.074,0.536,91.018,audio_features,7dsPkt2xbhrnltGfNeHZrs,spotify:track:7dsPkt2xbhrnltGfNeHZrs,https://api.spotify.com/v1/tracks/7dsPkt2xbhrnltGfNeHZrs,https://api.spotify.com/v1/audio-analysis/7dsPkt2xbhrnltGfNeHZrs,141427,4,GBAJH9700262
0.495,0.888,8,-9.299,1,0.0369,1.77e-05,0.0933,0.199,0.529,145.989,audio_features,0iCT90uJOYggQlswxRLTN7,spotify:track:0iCT90uJOYggQlswxRLTN7,https://api.spotify.com/v1/tracks/0iCT90uJOYggQlswxRLTN7,https://api.spotify.com/v1/audio-analysis/0iCT90uJOYggQlswxRLTN7,207533,4,GBAJH0300295
0.451,0.303,5,-15.327,0,0.0402,0.715,0.949,0.17,0.146,115.04,audio_features,7zVYyGDCG9ktOHntd7pCQK,spotify:track:7zVYyGDCG9ktOHntd7pCQK,https://api.spotify.com/v1/tracks/7zVYyGDCG9ktOHntd7pCQK,https://api.spotify.com/v1/audio-analysis/7zVYyGDCG9ktOHntd7pCQK,197893,4,GBAJH0300286
0.378,0.586,7,-7.736,1,0.0315,3.1e-05,0.142,0.771,0.383,162.934,audio_features,5msn1Xe7xSbb7CBONE5fYZ,spotify:track:5msn1Xe7xSbb7CBONE5fYZ,https://api.spotify.com/v1/tracks/5msn1Xe7xSbb7CBONE5fYZ,https://api.spotify.com/v1/audio-analysis/5msn1Xe7xSbb7CBONE5fYZ,203158,4,GBAJH0300287
