danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,ISRC
0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,audio_features,5hslUAKq9I9CG2bAulFkHN,spotify:track:5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/tracks/5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/audio-analysis/5hslUAKq9I9CG2bAulFkHN,151933,3,USSM16300086
0.412,0.994,9,-5.711,1,0.18,9.58e-05,4.2e-05,0.12,0.303,111.047,audio_features,4g0yOvSvrk64GL9Xzal2Hy,spotify:track:4g0yOvSvrk64GL9Xzal2Hy,https://api.spotify.com/v1/tracks/4g0yOvSvrk64GL9Xzal2Hy,https://api.spotify.com/v1/audio-analysis/4g0yOvSvrk64GL9Xzal2Hy,37240,4,USMC10400189
0.428,0.934,9,-4.061,1,0.0926,8.31e-05,0.000431,0.108,0.724,167.988,audio_features,5dpDrUG52yI3s1AQRlaypA,spotify:track:5dpDrUG52yI3s1AQRlaypA,https://api.spotify.com/v1/tracks/5dpDrUG52yI3s1AQRlaypA,https://api.spotify.com/v1/audio-analysis/5dpDrUG52yI3s1AQRlaypA,192427,4,USMC10400157
0.407,0.922,2,-3.327,1,0.112,7e-05,0.00108,0.217,0.667,152.259,audio_features,2VHAQ84pzRe11YdMUDZzMZ,spotify:track:2VHAQ84pzRe11YdMUDZzMZ,https://api.spotify.com/v1/tracks/2VHAQ84pzRe11YdMUDZzMZ,https://api.spotify.com/v1/audio-analysis/2VHAQ84pzRe11YdMUDZzMZ,188253,4,USMC10400185
0.384,0.967,5,-4.197,1,0.0964,7.68e-05,0.0243,0.0306,0.707,154.623,audio_features,7JHJCf7qCg1USvqvhIOVgW,spotify:track:7JHJCf7qCg1USvqvhIOVgW,https://api.spotify.com/v1/tracks/7JHJCf7qCg1USvqvhIOVgW,https://api.spotify.com/v1/audio-analysis/7JHJCf7qCg1USvqvhIOVgW,182067,4,USMC10400186
0.386,0.702,7,-4.948,1,0.0298,0.000412,0.0146,0.122,0.517,170.195,audio_features,0EosY41ozajeAz7mCMwo1K,spotify:track:0EosY41ozajeAz7mCMwo1K,https://api.spotify.com/v1/tracks/0EosY41ozajeAz7mCMwo1K,https://api.spotify.com/v1/audio-analysis/0EosY41ozajeAz7mCMwo1K,210093,4,USMC10400183
0.288,0.985,9,-4.484,1,0.0868,4.36e-05,0.0383,0.135,0.711,167.389,audio_features,0moTGEgOTHNX4GhPpXGTsu,spotify:track:0moTGEgOTHNX4GhPpXGTsu,https://api.spotify.com/v1/tracks/0moTGEgOTHNX4GhPpXGTsu,https://api.spotify.com/v1/audio-analysis/0moTGEgOTHNX4GhPpXGTsu,166480,3,USMC10400188
0.464,0.9,1,-3.839,0,0.0764,0.000776,1.41e-06,0.0402,0.62,179.013,audio_features,4c5uNta9rSiOkWT3dlhWuf,spotify:track:4c5uNta9rSiOkWT3dlhWuf,https://api.spotify.com/v1/tracks/4c5uNta9rSiOkWT3dlhWuf,https://api.spotify.com/v1/audio-analysis/4c5uNta9rSiOkWT3dlhWuf,215600,3,USMC10400180
0.495,0.858,2,-4.133,1,0.0416,0.000119,3.68e-05,0.257,0.673,156.094,audio_features,1U57cDOAvIRFeDQCIbW6VI,spotify:track:1U57cDOAvIRFeDQCIbW6VI,https://api.spotify.com/v1/tracks/1U57cDOAvIRFeDQCIbW6VI,https://api.spotify.com/v1/audio-analysis/1U57cDOAvIRFeDQCIbW6VI,231253,4,USMC10400182
0.529,0.844,7,-4.123,0,0.0417,3.66e-05,0.0863,0.103,0.548,117.977,audio_features,0DQyQ0rJsyfvHifDxAP7YK,spotify:track:0DQyQ0rJsyfvHifDxAP7YK,https://api.spotify.com/v1/tracks/0DQyQ0rJsyfvHifDxAP7YK,https://api.spotify.com/v1/audio-analysis/0DQyQ0rJsyfvHifDxAP7YK,219667,3,USMC10400184
0.377,0.684,11,-5.833,1,0.0367,6.04e-05,0.00326,0.254,0.354,180.057,audio_features,08w1QgN2QMrAwm6ly4pqZf,spotify:track:08w1QgN2QMrAwm6ly4pqZf,https://api.spotify.com/v1/tracks/08w1QgN2QMrAwm6ly4pqZf,https://api.spotify.com/v1/audio-analysis/08w1QgN2QMrAwm6ly4pqZf,210973,3,USMC10400181
0.531,0.94,4,-4.632,1,0.119,0.000514,3.04e-05,0.0887,0.744,158.979,audio_features,5Lp0UwCoIDhrWR4ZXVXiu6,spotify:track:5Lp0UwCoIDhrWR4ZXVXiu6,https://api.spotify.com/v1/tracks/5Lp0UwCoIDhrWR4ZXVXiu6,https://api.spotify.com/v1/audio-analysis/5Lp0UwCoIDhrWR4ZXVXiu6,210040,4,USMC10400178
0.518,0.865,2,-4.868,1,0.106,0.000635,0.0,0.0875,0.721,166.994,audio_features,1rSYBEgfyIDFowa7RJ4i2J,spotify:track:1rSYBEgfyIDFowa7RJ4i2J,https://api.spotify.com/v1/tracks/1rSYBEgfyIDFowa7RJ4i2J,https://api.spotify.com/v1/audio-analysis/1rSYBEgfyIDFowa7RJ4i2J,191280,4,USMC10400193
0.477,0.941,7,-4.416,1,0.0556,0.000283,0.000656,0.1,0.44,134.607,audio_features,6tO7OBy4exnWUWbWqPOHyb,spotify:track:6tO7OBy4exnWUWbWqPOHyb,https://api.spotify.com/v1/tracks/6tO7OBy4exnWUWbWqPOHyb,https://api.spotify.com/v1/audio-analysis/6tO7OBy4exnWUWbWqPOHyb,178413,4,USMC10400154
0.214,0.866,0,-4.454,1,0.0576,0.000136,6.89e-06,0.109,0.326,151.677,audio_features,2So9Dqybu9IUI9pZD9XqDq,spotify:track:2So9Dqybu9IUI9pZD9XqDq,https://api.spotify.com/v1/tracks/2So9Dqybu9IUI9pZD9XqDq,https://api.spotify.com/v1/audio-analysis/2So9Dqybu9IUI9pZD9XqDq,198253,4,USMC10400187
0.425,0.839,6,-12.391,0,0.0385,6.64e-06,0.816,0.433,0.705,109.575,audio_features,7ITRNB9OckYIp2SW2iXU8U,spotify:track:7ITRNB9OckYIp2SW2iXU8U,https://api.spotify.com/v1/tracks/7ITRNB9OckYIp2SW2iXU8U,https://api.spotify.com/v1/audio-analysis/7ITRNB9OckYIp2SW2iXU8U,418707,4,USWB19904068
0.693,0.855,2,-7.958,1,0.0415,0.00887,0.759,0.0703,0.914,112.089,audio_features,0XciPb5F3Sm9eDOfUVLDhO,spotify:track:0XciPb5F3Sm9eDOfUVLDhO,https://api.spotify.com/v1/tracks/0XciPb5F3Sm9eDOfUVLDhO,https://api.spotify.com/v1/audio-analysis/0XciPb5F3Sm9eDOfUVLDhO,241120,4,GBAZP8800055
0.706,0.855,2,-7.255,1,0.0382,0.0154,0.136,0.0683,0.9,111.95,audio_features,7w7m9joesrTrcZLcJMWaP2,spotify:track:7w7m9joesrTrcZLcJMWaP2,https://api.spotify.com/v1/tracks/7w7m9joesrTrcZLcJMWaP2,https://api.spotify.com/v1/audio-analysis/7w7m9joesrTrcZLcJMWaP2,242293,4,GBAZP9000078
0.489,0.801,0,-6.213,1,0.0318,0.00268,0.0533,0.0787,0.198,114.992,audio_features,2acjngb8kX0jxgPJEc2m7h,spotify:track:2acjngb8kX0jxgPJEc2m7h,https://api.spotify.com/v1/tracks/2acjngb8kX0jxgPJEc2m7h,https://api.spotify.com/v1/audio-analysis/2acjngb8kX0jxgPJEc2m7h,226347,4,CAN111000314
0.344,0.81,11,-8.098,1,0.0448,0.0017,0.000409,0.119,0.667,153.801,audio_features,6EXOSA4BWBM1AUsXxKwYDT,spotify:track:6EXOSA4BWBM1AUsXxKwYDT,https://api.spotify.com/v1/tracks/6EXOSA4BWBM1AUsXxKwYDT,https://api.spotify.com/v1/audio-analysis/6EXOSA4BWBM1AUsXxKwYDT,160827,4,NLC286800002
0.293,0.375,1,-12.44,0,0.0328,0.826,1.83e-05,0.161,0.29,123.079,audio_features,36EKCiUoj6onFAU6dQ6A1c,spotify:track:36EKCiUoj6onFAU6dQ6A1c,https://api.spotify.com/v1/tracks/36EKCiUoj6onFAU6dQ6A1c,https://api.spotify.com/v1/audio-analysis/36EKCiUoj6onFAU6dQ6A1c,220000,3,USASE0510172
0.248,0.703,0,-6.853,1,0.0424,0.00143,0.0,0.178,0.23,78.508,audio_features,3tc4GaOzpIZmvLqwAKwul4,spotify:track:3tc4GaOzpIZmvLqwAKwul4,https://api.spotify.com/v1/tracks/3tc4GaOzpIZmvLqwAKwul4,https://api.spotify.com/v1/audio-analysis/3tc4GaOzpIZmvLqwAKwul4,237307,3,US3390419583
0.475,0.907,9,-4.848,1,0.0468,9.31e-05,6.58e-06,0.0833,0.382,98.038,audio_features,37ePjXjZZ3LHjfESwtzaJ1,spotify:track:37ePjXjZZ3LHjfESwtzaJ1,https://api.spotify.com/v1/tracks/37ePjXjZZ3LHjfESwtzaJ1,https://api.spotify.com/v1/audio-analysis/37ePjXjZZ3LHjfESwtzaJ1,233373,4,US3390419584
0.533,0.724,2,-7.827,0,0.0281,0.00073,0.000831,0.0934,0.473,104.047,audio_features,3yNdrdPFyhzHqmHDdXGGPx,spotify:track:3yNdrdPFyhzHqmHDdXGGPx,https://api.spotify.com/v1/tracks/3yNdrdPFyhzHqmHDdXGGPx,https://api.spotify.com/v1/audio-analysis/3yNdrdPFyhzHqmHDdXGGPx,165507,4,US3390419585
0.327,0.842,11,-5.582,1,0.0422,0.00945,0.000218,0.14,0.437,183.812,audio_features,7H1TOH8RWG8SIJ4FaXktI8,spotify:track:7H1TOH8RWG8SIJ4FaXktI8,https://api.spotify.com/v1/tracks/7H1TOH8RWG8SIJ4FaXktI8,https://api.spotify.com/v1/audio-analysis/7H1TOH8RWG8SIJ4FaXktI8,217000,4,US3390419586
0.178,0.326,2,-8.151,1,0.0338,0.0929,0.0,0.204,0.0515,78.592,audio_features,7FQAewtMDSstXtMgiMR9Fz,spotify:track:7FQAewtMDSstXtMgiMR9Fz,https://api.spotify.com/v1/tracks/7FQAewtMDSstXtMgiMR9Fz,https://api.spotify.com/v1/audio-analysis/7FQAewtMDSstXtMgiMR9Fz,205813,4,US3390419587
0.241,0.32,2,-7.595,1,0.0314,0.106,0.0,0.182,0.0654,144.249,audio_features,5IkBZyunAQvxgpV21dynBV,spotify:track:5IkBZyunAQvxgpV21dynBV,https://api.spotify.com/v1/tracks/5IkBZyunAQvxgpV21dynBV,https://api.spotify.com/v1/audio-analysis/5IkBZyunAQvxgpV21dynBV,205040,4,USAHB0800298
0.284,0.814,9,-4.918,1,0.0737,0.00252,0.0171,0.351,0.37,166.031,audio_features,5BZ75PQYra5J8Nf638zuRm,spotify:track:5BZ75PQYra5J8Nf638zuRm,https://api.spotify.com/v1/tracks/5BZ75PQYra5J8Nf638zuRm,https://api.spotify.com/v1/audio-analysis/5BZ75PQYra5J8Nf638zuRm,300627,4,US3390419588
0.475,0.46,9,-7.562,0,0.0257,0.562,5.29e-06,0.105,0.242,155.918,audio_features,21AtHaX6bHC6UlkhLltjmh,spotify:track:21AtHaX6bHC6UlkhLltjmh,https://api.spotify.com/v1/tracks/21AtHaX6bHC6UlkhLltjmh,https://api.spotify.com/v1/audio-analysis/21AtHaX6bHC6UlkhLltjmh,260827,4,US3390419589
0.489,0.672,9,-6.5,1,0.0434,0.00546,0.00114,0.107,0.57,169.903,audio_features,4eXwHOHoTNlUZoiWOGUIM9,spotify:track:4eXwHOHoTNlUZoiWOGUIM9,https://api.spotify.com/v1/tracks/4eXwHOHoTNlUZoiWOGUIM9,https://api.spotify.com/v1/audio-analysis/4eXwHOHoTNlUZoiWOGUIM9,230867,4,US3390419590
0.473,0.972,7,-3.638,1,0.0931,0.00288,0.0115,0.109,0.275,125.921,audio_features,2D1CGcYlhehUDrwyJslMGL,spotify:track:2D1CGcYlhehUDrwyJslMGL,https://api.spotify.com/v1/tracks/2D1CGcYlhehUDrwyJslMGL,https://api.spotify.com/v1/audio-analysis/2D1CGcYlhehUDrwyJslMGL,237853,4,US3390419591
0.594,0.308,6,-10.192,1,0.0289,0.297,0.000235,0.0942,0.266,127.987,audio_features,7lbazyJ26MIeptA0OW0sz0,spotify:track:7lbazyJ26MIeptA0OW0sz0,https://api.spotify.com/v1/tracks/7lbazyJ26MIeptA0OW0sz0,https://api.spotify.com/v1/audio-analysis/7lbazyJ26MIeptA0OW0sz0,242200,3,US3390419592
0.405,0.601,2,-7.453,1,0.0274,0.00686,4.36e-05,0.45,0.282,97.965,audio_features,6agtzZvqczEklcQBZuNRPE,spotify:track:6agtzZvqczEklcQBZuNRPE,https://api.spotify.com/v1/tracks/6agtzZvqczEklcQBZuNRPE,https://api.spotify.com/v1/audio-analysis/6agtzZvqczEklcQBZuNRPE,176800,4,US3390419593
0.514,0.888,9,-5.184,0,0.0402,0.000239,0.0162,0.35,0.423,94.998,audio_features,6k7hsfVPTZJA3jfRZuS6JI,spotify:track:6k7hsfVPTZJA3jfRZuS6JI,https://api.spotify.com/v1/tracks/6k7hsfVPTZJA3jfRZuS6JI,https://api.spotify.com/v1/audio-analysis/6k7hsfVPTZJA3jfRZuS6JI,289253,4,US3390419594
0.529,0.954,8,-4.202,1,0.0669,0.000338,0.000913,0.0212,0.521,107.984,audio_features,0w9o1Q4ZhDd3VWv1IAdsvK,spotify:track:0w9o1Q4ZhDd3VWv1IAdsvK,https://api.spotify.com/v1/tracks/0w9o1Q4ZhDd3VWv1IAdsvK,https://api.spotify.com/v1/audio-analysis/0w9o1Q4ZhDd3VWv1IAdsvK,179440,4,US3390419595
0.441,0.944,10,-3.868,1,0.0699,0.000154,5.79e-05,0.215,0.368,100.982,audio_features,2Aje9VI7G3ymWucfpKz5Gt,spotify:track:2Aje9VI7G3ymWucfpKz5Gt,https://api.spotify.com/v1/tracks/2Aje9VI7G3ymWucfpKz5Gt,https://api.spotify.com/v1/audio-analysis/2Aje9VI7G3ymWucfpKz5Gt,222187,4,US3390419596
0.424,0.932,10,-4.206,1,0.0682,0.000187,6.78e-05,0.295,0.376,100.943,audio_features,7ALystBPsRH87p3PqG2eOa,spotify:track:7ALystBPsRH87p3PqG2eOa,https://api.spotify.com/v1/tracks/7ALystBPsRH87p3PqG2eOa,https://api.spotify.com/v1/audio-analysis/7ALystBPsRH87p3PqG2eOa,221600,4,USAHB0800307
0.584,0.51,7,-6.767,1,0.0305,0.123,0.000151,0.101,0.174,124.033,audio_features,236oVufBncy6OVWCBPRWI9,spotify:track:236oVufBncy6OVWCBPRWI9,https://api.spotify.com/v1/tracks/236oVufBncy6OVWCBPRWI9,https://api.spotify.com/v1/audio-analysis/236oVufBncy6OVWCBPRWI9,416480,4,US3390419597
0.478,0.208,4,-10.121,0,0.0292,0.728,0.0,0.306,0.217,109.703,audio_features,6Qqse9LPtUNnoBadwoMafM,spotify:track:6Qqse9LPtUNnoBadwoMafM,https://api.spotify.com/v1/tracks/6Qqse9LPtUNnoBadwoMafM,https://api.spotify.com/v1/audio-analysis/6Qqse9LPtUNnoBadwoMafM,116240,3,US3390419598
0.384,0.74,8,-6.125,0,0.0343,0.0201,0.0,0.231,0.686,88.8,audio_features,516FuPYYQ0Oq40OlDQBPri,spotify:track:516FuPYYQ0Oq40OlDQBPri,https://api.spotify.com/v1/tracks/516FuPYYQ0Oq40OlDQBPri,https://api.spotify.com/v1/audio-analysis/516FuPYYQ0Oq40OlDQBPri,237827,4,USRC10100309
0.39,0.869,3,-5.74,1,0.0368,7.54e-05,0.0,0.102,0.549,148.736,audio_features,0fIXHbflpzl1b9VglJslER,spotify:track:0fIXHbflpzl1b9VglJslER,https://api.spotify.com/v1/tracks/0fIXHbflpzl1b9VglJslER,https://api.spotify.com/v1/audio-analysis/0fIXHbflpzl1b9VglJslER,284333,4,USRC10100315
0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,audio_features,5QpaGzWp0hwB5faV8dkbAz,spotify:track:5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/audio-analysis/5QpaGzWp0hwB5faV8dkbAz,208600,4,USRC10001047
0.533,0.752,0,-7.759,1,0.0275,0.106,0.0,0.0801,0.439,104.598,audio_features,6w2qiwQ4CqjHVinThUoKhy,spotify:track:6w2qiwQ4CqjHVinThUoKhy,https://api.spotify.com/v1/tracks/6w2qiwQ4CqjHVinThUoKhy,https://api.spotify.com/v1/audio-analysis/6w2qiwQ4CqjHVinThUoKhy,281000,4,USRC10100303
0.476,0.798,6,-5.613,1,0.0367,0.00184,0.0,0.0863,0.224,112.673,audio_features,5Dz45L9994b375zA2vw9Qx,spotify:track:5Dz45L9994b375zA2vw9Qx,https://api.spotify.com/v1/tracks/5Dz45L9994b375zA2vw9Qx,https://api.spotify.com/v1/audio-analysis/5Dz45L9994b375zA2vw9Qx,273493,4,USRC10100314
0.303,0.878,6,-6.732,1,0.0657,0.000669,0.0,0.07,0.78,184.049,audio_features,0QVf7U1E5qxHHill6UnYtE,spotify:track:0QVf7U1E5qxHHill6UnYtE,https://api.spotify.com/v1/tracks/0QVf7U1E5qxHHill6UnYtE,https://api.spotify.com/v1/audio-analysis/0QVf7U1E5qxHHill6UnYtE,270333,4,USRC10100302
0.427,0.739,6,-4.528,1,0.0347,0.0423,0.0,0.0448,0.553,77.388,audio_features,7JNoU1N3husECd2TNu0Zwk,spotify:track:7JNoU1N3husECd2TNu0Zwk,https://api.spotify.com/v1/tracks/7JNoU1N3husECd2TNu0Zwk,https://api.spotify.com/v1/audio-analysis/7JNoU1N3husECd2TNu0Zwk,271373,4,USRC10100310
0.617,0.675,7,-7.402,0,0.0333,0.00124,0.0,0.139,0.59,114.732,audio_features,3JTa5HsAy5nv7ukvzRfpgc,spotify:track:3JTa5HsAy5nv7ukvzRfpgc,https://api.spotify.com/v1/tracks/3JTa5HsAy5nv7ukvzRfpgc,https://api.spotify.com/v1/audio-analysis/3JTa5HsAy5nv7ukvzRfpgc,251027,4,USRC10100313
0.336,0.724,3,-7.979,0,0.0422,0.0568,0.0,0.255,0.313,172.309,audio_features,26thPz88XP1UbtEVHPM4Fx,spotify:track:26thPz88XP1UbtEVHPM4Fx,https://api.spotify.com/v1/tracks/26thPz88XP1UbtEVHPM4Fx,https://api.spotify.com/v1/audio-analysis/26thPz88XP1UbtEVHPM4Fx,234133,4,USRC10100304
0.421,0.887,3,-3.887,0,0.0453,0.0101,0.0,0.212,0.805,93.305,audio_features,3D15mSmO2iSTI3kPIygRmt,spotify:track:3D15mSmO2iSTI3kPIygRmt,https://api.spotify.com/v1/tracks/3D15mSmO2iSTI3kPIygRmt,https://api.spotify.com/v1/audio-analysis/3D15mSmO2iSTI3kPIygRmt,177333,4,USRC10100307
0.482,0.65,1,-5.309,1,0.03,0.104,0.0,0.125,0.265,89.313,audio_features,56jkl1o43ZuQ7zIrniUOJ6,spotify:track:56jkl1o43ZuQ7zIrniUOJ6,https://api.spotify.com/v1/tracks/56jkl1o43ZuQ7zIrniUOJ6,https://api.spotify.com/v1/audio-analysis/56jkl1o43ZuQ7zIrniUOJ6,268267,4,USRC10100306
0.515,0.802,8,-3.423,1,0.0345,0.0321,0.0,0.0844,0.29,85.998,audio_features,1EotcFbWTbMCXeKFVEtX6Y,spotify:track:1EotcFbWTbMCXeKFVEtX6Y,https://api.spotify.com/v1/tracks/1EotcFbWTbMCXeKFVEtX6Y,https://api.spotify.com/v1/audio-analysis/1EotcFbWTbMCXeKFVEtX6Y,201347,4,USVR90400024
0.434,0.657,5,-4.385,1,0.0341,0.00614,0.0,0.0951,0.163,176.013,audio_features,0Plr5teBWWrW8PNIYEVnt0,spotify:track:0Plr5teBWWrW8PNIYEVnt0,https://api.spotify.com/v1/tracks/0Plr5teBWWrW8PNIYEVnt0,https://api.spotify.com/v1/audio-analysis/0Plr5teBWWrW8PNIYEVnt0,213360,4,USSM10405917
0.528,0.892,2,-4.899,1,0.0571,0.000931,2.59e-06,0.0491,0.551,153.948,audio_features,7lfgu5rQjIAMcY8eszte5e,spotify:track:7lfgu5rQjIAMcY8eszte5e,https://api.spotify.com/v1/tracks/7lfgu5rQjIAMcY8eszte5e,https://api.spotify.com/v1/audio-analysis/7lfgu5rQjIAMcY8eszte5e,198347,4,USIR20400426
0.536,0.855,7,-5.269,1,0.144,0.00139,0.0,0.0815,0.522,157.942,audio_features,3m1OyPw3fzMPAwDMcYcM6Z,spotify:track:3m1OyPw3fzMPAwDMcYcM6Z,https://api.spotify.com/v1/tracks/3m1OyPw3fzMPAwDMcYcM6Z,https://api.spotify.com/v1/audio-analysis/3m1OyPw3fzMPAwDMcYcM6Z,251373,3,USVIC0422804
0.454,0.926,10,-2.171,0,0.0674,0.000445,0.0,0.107,0.574,159.845,audio_features,15VojnPQuAQleWQCBkcS5i,spotify:track:15VojnPQuAQleWQCBkcS5i,https://api.spotify.com/v1/tracks/15VojnPQuAQleWQCBkcS5i,https://api.spotify.com/v1/audio-analysis/15VojnPQuAQleWQCBkcS5i,219840,4,USSM10404531
0.349,0.972,2,-3.267,1,0.0709,0.0168,4.53e-06,0.106,0.344,154.077,audio_features,0uAl5eyP3ogYEWEIYW9m4m,spotify:track:0uAl5eyP3ogYEWEIYW9m4m,https://api.spotify.com/v1/tracks/0uAl5eyP3ogYEWEIYW9m4m,https://api.spotify.com/v1/audio-analysis/0uAl5eyP3ogYEWEIYW9m4m,214160,4,USSM10406120
0.476,0.738,8,-4.515,0,0.0409,0.00489,1.74e-06,0.203,0.439,145.919,audio_features,73pBeMaiFZsO9033seeHpX,spotify:track:73pBeMaiFZsO9033seeHpX,https://api.spotify.com/v1/tracks/73pBeMaiFZsO9033seeHpX,https://api.spotify.com/v1/audio-analysis/73pBeMaiFZsO9033seeHpX,234573,4,DEE860400428
0.251,0.578,1,-8.461,1,0.052,0.651,0.904,0.111,0.08,125.965,audio_features,1rWXvYkkypWRrQl9XSutKs,spotify:track:1rWXvYkkypWRrQl9XSutKs,https://api.spotify.com/v1/tracks/1rWXvYkkypWRrQl9XSutKs,https://api.spotify.com/v1/audio-analysis/1rWXvYkkypWRrQl9XSutKs,239867,3,USSM10406559
0.22,0.449,2,-10.891,0,0.0472,0.725,0.906,0.08,0.0645,103.852,audio_features,0dITovV4xyF4PNvKBjj678,spotify:track:0dITovV4xyF4PNvKBjj678,https://api.spotify.com/v1/tracks/0dITovV4xyF4PNvKBjj678,https://api.spotify.com/v1/audio-analysis/0dITovV4xyF4PNvKBjj678,232800,5,USSM10406558
0.783,0.669,1,-6.66,0,0.0386,0.547,0.515,0.206,0.439,104.982,audio_features,1aR6vhYy0d3sPbtjUskbBX,spotify:track:1aR6vhYy0d3sPbtjUskbBX,https://api.spotify.com/v1/tracks/1aR6vhYy0d3sPbtjUskbBX,https://api.spotify.com/v1/audio-analysis/1aR6vhYy0d3sPbtjUskbBX,298160,4,USHU20408501
0.766,0.552,0,-8.278,1,0.0292,0.227,0.033,0.145,0.581,102.07,audio_features,5aHYSSfxIj9f3iEKhFJMwt,spotify:track:5aHYSSfxIj9f3iEKhFJMwt,https://api.spotify.com/v1/tracks/5aHYSSfxIj9f3iEKhFJMwt,https://api.spotify.com/v1/audio-analysis/5aHYSSfxIj9f3iEKhFJMwt,302867,4,USHU20408502
0.501,0.54,0,-8.072,1,0.0366,0.0153,0.0779,0.0711,0.276,145.002,audio_features,0CAx4Q3D7NF1VvHFWZpthv,spotify:track:0CAx4Q3D7NF1VvHFWZpthv,https://api.spotify.com/v1/tracks/0CAx4Q3D7NF1VvHFWZpthv,https://api.spotify.com/v1/audio-analysis/0CAx4Q3D7NF1VvHFWZpthv,420120,4,USHU20408503
0.638,0.506,5,-8.07,1,0.0339,0.581,0.19,0.0858,0.43,89.806,audio_features,6DpptuKJWRXs2hGFFhD2tZ,spotify:track:6DpptuKJWRXs2hGFFhD2tZ,https://api.spotify.com/v1/tracks/6DpptuKJWRXs2hGFFhD2tZ,https://api.spotify.com/v1/audio-analysis/6DpptuKJWRXs2hGFFhD2tZ,276387,4,USHU20408504
0.704,0.765,7,-6.475,1,0.0374,0.178,0.295,0.0737,0.732,93.009,audio_features,0BdRDGhaRmuRIqM7DBXqmq,spotify:track:0BdRDGhaRmuRIqM7DBXqmq,https://api.spotify.com/v1/tracks/0BdRDGhaRmuRIqM7DBXqmq,https://api.spotify.com/v1/audio-analysis/0BdRDGhaRmuRIqM7DBXqmq,370373,4,USHU20408505
0.472,0.522,9,-8.591,0,0.0582,0.208,0.262,0.0908,0.294,89.7,audio_features,658LjoVVCD5URVxjoJCl7k,spotify:track:658LjoVVCD5URVxjoJCl7k,https://api.spotify.com/v1/tracks/658LjoVVCD5URVxjoJCl7k,https://api.spotify.com/v1/audio-analysis/658LjoVVCD5URVxjoJCl7k,437520,3,USHU20408506
0.704,0.694,0,-7.342,1,0.0335,0.0853,0.236,0.0488,0.748,107.992,audio_features,2IAJLXVm70oWbHyHTfMtoL,spotify:track:2IAJLXVm70oWbHyHTfMtoL,https://api.spotify.com/v1/tracks/2IAJLXVm70oWbHyHTfMtoL,https://api.spotify.com/v1/audio-analysis/2IAJLXVm70oWbHyHTfMtoL,408640,4,USHU20408507
0.575,0.782,5,-7.775,0,0.0446,0.0239,0.156,0.136,0.498,108.012,audio_features,3wqOiZuHmNAkqHMqtS6lmf,spotify:track:3wqOiZuHmNAkqHMqtS6lmf,https://api.spotify.com/v1/tracks/3wqOiZuHmNAkqHMqtS6lmf,https://api.spotify.com/v1/audio-analysis/3wqOiZuHmNAkqHMqtS6lmf,375667,4,USHU20408508
0.514,0.386,11,-10.035,1,0.0326,0.739,0.448,0.697,0.152,135.985,audio_features,4oM6frapkLZzr4v2DMZxsE,spotify:track:4oM6frapkLZzr4v2DMZxsE,https://api.spotify.com/v1/tracks/4oM6frapkLZzr4v2DMZxsE,https://api.spotify.com/v1/audio-analysis/4oM6frapkLZzr4v2DMZxsE,286880,4,USHU20408509
0.589,0.641,0,-7.265,0,0.0941,0.148,0.446,0.0453,0.669,169.943,audio_features,67JuQFHvd5On96qTqdnPI3,spotify:track:67JuQFHvd5On96qTqdnPI3,https://api.spotify.com/v1/tracks/67JuQFHvd5On96qTqdnPI3,https://api.spotify.com/v1/audio-analysis/67JuQFHvd5On96qTqdnPI3,346627,4,USHU20408510
0.669,0.612,0,-8.487,1,0.0261,0.191,0.633,0.198,0.464,107.915,audio_features,0yKktev7HUBDYtmdAbAoJ9,spotify:track:0yKktev7HUBDYtmdAbAoJ9,https://api.spotify.com/v1/tracks/0yKktev7HUBDYtmdAbAoJ9,https://api.spotify.com/v1/audio-analysis/0yKktev7HUBDYtmdAbAoJ9,369693,4,USHU20408511
0.748,0.559,9,-8.078,1,0.0362,0.204,4.15e-05,0.0982,0.85,106.077,audio_features,3UIXmHdXWroLttiNWNeDlz,spotify:track:3UIXmHdXWroLttiNWNeDlz,https://api.spotify.com/v1/tracks/3UIXmHdXWroLttiNWNeDlz,https://api.spotify.com/v1/audio-analysis/3UIXmHdXWroLttiNWNeDlz,192293,4,GBAJH9900151
0.818,0.719,9,-7.006,1,0.0339,0.232,0.00115,0.153,0.782,128.912,audio_features,1qQKLpOEtUJYMSOzxOIfkS,spotify:track:1qQKLpOEtUJYMSOzxOIfkS,https://api.spotify.com/v1/tracks/1qQKLpOEtUJYMSOzxOIfkS,https://api.spotify.com/v1/audio-analysis/1qQKLpOEtUJYMSOzxOIfkS,269453,4,GBAJH9900153
