"Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word","track_lower.x","artist_lower.x","track_lower_no_schar.x","track_lower_no_brackets.x","track_lower_no_schar_ws.x","track_lower_no_brackets_ws.x","track_lower_no_brackets_schar","track_lower_no_brackets_schar_ws","track_artists","tracks_artists.x","recording.title","recording.artist.credit.phrase","track_lower.y","artist_lower.y","track_lower_no_schar.y","track_lower_no_brackets.y","track_lower_no_schar_ws.y","track_lower_no_brackets_ws.y","artist_lower_no_bracket","artist_lower_no_bracket_schar","artist_lower_no_bracket_schar_ws","tracks_artists.y","distance"
"Alicia Keys","How Come You Don't Call Me",9,"How Come You Don't Call Me","Alicia","Keys","how come you don't call me","alicia keys","how come you don t call me","alicia keys","howcomeyoudontcallme","howcomeyoudon'tcallme","aliciakeys","aliciakeys","howcomeyoudon'tcallme aliciakeys","howcomeyoudon'tcallme aliciakeys","How Come You Don't Call Me (live version)","Alicia Keys","how come you don't call me (live version)","alicia keys","how come you don t call me  live version ","how come you don't call me ","howcomeyoudontcallmeliveversion","howcomeyoudon'tcallme","alicia keys","aliciakeys","aliciakeys","howcomeyoudon'tcallme aliciakeys",0
"Alicia Keys","How Come You Don't Call Me",9,"How Come You Don't Call Me","Alicia","Keys","how come you don't call me","alicia keys","how come you don t call me","alicia keys","howcomeyoudontcallme","howcomeyoudon'tcallme","aliciakeys","aliciakeys","howcomeyoudon'tcallme aliciakeys","howcomeyoudon'tcallme aliciakeys","How Come You Don't Call Me (Part One)","Alicia Keys","how come you don't call me (part one)","alicia keys","how come you don t call me  part one ","how come you don't call me ","howcomeyoudontcallmepartone","howcomeyoudon'tcallme","alicia keys","aliciakeys","aliciakeys","howcomeyoudon'tcallme aliciakeys",0
"Alicia Keys","If I Ain't Got You",40,"If I Ain't Got You","Alicia","Keys","if i ain't got you","alicia keys","if i ain t got you","alicia keys","ifiaintgotyou","ifiain'tgotyou","aliciakeys","aliciakeys","ifiain'tgotyou aliciakeys","ifiain'tgotyou aliciakeys","If I Ain't Got You","Alicia Keys","if i ain't got you","alicia keys","if i ain t got you","if i ain't got you","ifiaintgotyou","ifiain'tgotyou","alicia keys","aliciakeys","aliciakeys","ifiain'tgotyou aliciakeys",0
"Alicia Keys","If I Ain't Got You",40,"If I Ain't Got You","Alicia","Keys","if i ain't got you","alicia keys","if i ain t got you","alicia keys","ifiaintgotyou","ifiain'tgotyou","aliciakeys","aliciakeys","ifiain'tgotyou aliciakeys","ifiain'tgotyou aliciakeys","If I Ain’t Got You","Alicia Keys","if i ain’t got you","alicia keys","if i ain t got you","if i ain’t got you","ifiaintgotyou","ifiain’tgotyou","alicia keys","aliciakeys","aliciakeys","ifiain’tgotyou aliciakeys",1
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Fallin","Alicia Keys","fallin","alicia keys","fallin","fallin","fallin","fallin","alicia keys","aliciakeys","aliciakeys","fallin aliciakeys",5
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma","Alicia Keys","karma","alicia keys","karma","karma","karma","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (live)","Alicia Keys","karma (live)","alicia keys","karma  live ","karma ","karmalive","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (instrumental)","Alicia Keys","karma (instrumental)","alicia keys","karma  instrumental ","karma ","karmainstrumental","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (radio edit)","Alicia Keys","karma (radio edit)","alicia keys","karma  radio edit ","karma ","karmaradioedit","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (Reggaeton remix)","Alicia Keys","karma (reggaeton remix)","alicia keys","karma  reggaeton remix ","karma ","karmareggaetonremix","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (Club Mix)","Alicia Keys","karma (club mix)","alicia keys","karma  club mix ","karma ","karmaclubmix","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (Radio Edit)","Alicia Keys","karma (radio edit)","alicia keys","karma  radio edit ","karma ","karmaradioedit","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","Karma",5,"Karma","Alicia","Keys","karma","alicia keys","karma","alicia keys","karma","karma","aliciakeys","aliciakeys","karma aliciakeys","karma aliciakeys","Karma (The Reggaeton Mix)","Alicia Keys","karma (the reggaeton mix)","alicia keys","karma  the reggaeton mix ","karma ","karmathereggaetonmix","karma","alicia keys","aliciakeys","aliciakeys","karma aliciakeys",0
"Alicia Keys","You Don't Know My Name",20,"You Don't Know My Name","Alicia","Keys","you don't know my name","alicia keys","you don t know my name","alicia keys","youdontknowmyname","youdon'tknowmyname","aliciakeys","aliciakeys","youdon'tknowmyname aliciakeys","youdon'tknowmyname aliciakeys","You Don’t Know My Name","Alicia Keys","you don’t know my name","alicia keys","you don t know my name","you don’t know my name","youdontknowmyname","youdon’tknowmyname","alicia keys","aliciakeys","aliciakeys","youdon’tknowmyname aliciakeys",1
"Alicia Keys","You Don't Know My Name",20,"You Don't Know My Name","Alicia","Keys","you don't know my name","alicia keys","you don t know my name","alicia keys","youdontknowmyname","youdon'tknowmyname","aliciakeys","aliciakeys","youdon'tknowmyname aliciakeys","youdon'tknowmyname aliciakeys","You Don't Know My Name","Alicia Keys","you don't know my name","alicia keys","you don t know my name","you don't know my name","youdontknowmyname","youdon'tknowmyname","alicia keys","aliciakeys","aliciakeys","youdon'tknowmyname aliciakeys",0
"Alicia Keys Featuring Tony! Toni! Tone!","Diary",28,"Diary","Alicia","Alicia Keys Featuring Tony! Toni! Tone!","diary","alicia keys featuring tony! toni! tone!","diary","alicia keys featuring tony! toni! tone!","diary","diary","aliciakeysfeaturingtonytonitone","aliciakeysfeaturingtonytonitone","diary aliciakeysfeaturingtonytonitone","diary aliciakeysfeaturingtonytonitone","Diary (Radio Edit) (MP3 format)","Alicia Keys featuring Tony! Toni! Toné!","diary (radio edit) (mp3 format)","alicia keys featuring tony! toni! toné!","diary  radio edit   mp3 format ","diary ","diaryradioeditmp3format","diary","alicia keys featuring tony! toni! toné!","aliciakeysfeaturingtonytonitoné","aliciakeysfeaturingtonytonitoné","diary aliciakeysfeaturingtonytonitoné",1
"Alien Ant Farm","Smooth Criminal",20,"Smooth Criminal","Alien","Farm","smooth criminal","alien ant farm","smooth criminal","alien ant farm","smoothcriminal","smoothcriminal","alienantfarm","alienantfarm","smoothcriminal alienantfarm","smoothcriminal alienantfarm","Smooth Criminal","Alien Ant Farm","smooth criminal","alien ant farm","smooth criminal","smooth criminal","smoothcriminal","smoothcriminal","alien ant farm","alienantfarm","alienantfarm","smoothcriminal alienantfarm",0
"Alien Ant Farm","Smooth Criminal",20,"Smooth Criminal","Alien","Farm","smooth criminal","alien ant farm","smooth criminal","alien ant farm","smoothcriminal","smoothcriminal","alienantfarm","alienantfarm","smoothcriminal alienantfarm","smoothcriminal alienantfarm","Smooth Criminal (snippet)","Alien Ant Farm","smooth criminal (snippet)","alien ant farm","smooth criminal  snippet ","smooth criminal ","smoothcriminalsnippet","smoothcriminal","alien ant farm","alienantfarm","alienantfarm","smoothcriminal alienantfarm",0
"Alien Ant Farm","Smooth Criminal",20,"Smooth Criminal","Alien","Farm","smooth criminal","alien ant farm","smooth criminal","alien ant farm","smoothcriminal","smoothcriminal","alienantfarm","alienantfarm","smoothcriminal alienantfarm","smoothcriminal alienantfarm","Smooth Criminal (acoustic)","Alien Ant Farm","smooth criminal (acoustic)","alien ant farm","smooth criminal  acoustic ","smooth criminal ","smoothcriminalacoustic","smoothcriminal","alien ant farm","alienantfarm","alienantfarm","smoothcriminal alienantfarm",0
"Alien Ant Farm","Smooth Criminal",20,"Smooth Criminal","Alien","Farm","smooth criminal","alien ant farm","smooth criminal","alien ant farm","smoothcriminal","smoothcriminal","alienantfarm","alienantfarm","smoothcriminal alienantfarm","smoothcriminal alienantfarm","Smooth Criminal (live in Denver)","Alien Ant Farm","smooth criminal (live in denver)","alien ant farm","smooth criminal  live in denver ","smooth criminal ","smoothcriminalliveindenver","smoothcriminal","alien ant farm","alienantfarm","alienantfarm","smoothcriminal alienantfarm",0
"Alien Ant Farm","Smooth Criminal",20,"Smooth Criminal","Alien","Farm","smooth criminal","alien ant farm","smooth criminal","alien ant farm","smoothcriminal","smoothcriminal","alienantfarm","alienantfarm","smoothcriminal alienantfarm","smoothcriminal alienantfarm","Smooth Criminal (Die Krupps remix)","Alien Ant Farm","smooth criminal (die krupps remix)","alien ant farm","smooth criminal  die krupps remix ","smooth criminal ","smoothcriminaldiekruppsremix","smoothcriminal","alien ant farm","alienantfarm","alienantfarm","smoothcriminal alienantfarm",0
"All Star Tribute","What's Going On",10,"What's Going On","All","Tribute","what's going on","all star tribute","what s going on","all star tribute","whatsgoingon","what'sgoingon","allstartribute","allstartribute","what'sgoingon allstartribute","what'sgoingon allstartribute","What's Going On","All-Star Tribute","what's going on","all-star tribute","what s going on","what's going on","whatsgoingon","what'sgoingon","all-star tribute","allstartribute","allstartribute","what'sgoingon allstartribute",0
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t","Amanda","everybody doesn’t","amanda","everybody doesn t","everybody doesn’t","everybodydoesnt","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn't","Amanda","everybody doesn't","amanda","everybody doesn t","everybody doesn't","everybodydoesnt","everybodydoesn't","amanda","amanda","amanda","everybodydoesn't amanda",0
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn't (Soul Solution)","Amanda","everybody doesn't (soul solution)","amanda","everybody doesn t  soul solution ","everybody doesn't ","everybodydoesntsoulsolution","everybodydoesn't","amanda","amanda","amanda","everybodydoesn't amanda",0
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t (album version)","Amanda","everybody doesn’t (album version)","amanda","everybody doesn t  album version ","everybody doesn’t ","everybodydoesntalbumversion","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t (Soul Solution club edit)","Amanda","everybody doesn’t (soul solution club edit)","amanda","everybody doesn t  soul solution club edit ","everybody doesn’t ","everybodydoesntsoulsolutionclubedit","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t (Soul Solution club mix)","Amanda","everybody doesn’t (soul solution club mix)","amanda","everybody doesn t  soul solution club mix ","everybody doesn’t ","everybodydoesntsoulsolutionclubmix","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t (Soul Solution bonus beats)","Amanda","everybody doesn’t (soul solution bonus beats)","amanda","everybody doesn t  soul solution bonus beats ","everybody doesn’t ","everybodydoesntsoulsolutionbonusbeats","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t (I‐ROC extended rhythm mix)","Amanda","everybody doesn’t (i‐roc extended rhythm mix)","amanda","everybody doesn t  i roc extended rhythm mix ","everybody doesn’t ","everybodydoesntirocextendedrhythmmix","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda","Everybody Doesn't",6,"Everybody Doesn't","Amanda","Amanda","everybody doesn't","amanda","everybody doesn t","amanda","everybodydoesnt","everybodydoesn't","amanda","amanda","everybodydoesn't amanda","everybodydoesn't amanda","Everybody Doesn’t (I‐ROC rhythm mix edit)","Amanda","everybody doesn’t (i‐roc rhythm mix edit)","amanda","everybody doesn t  i roc rhythm mix edit ","everybody doesn’t ","everybodydoesntirocrhythmmixedit","everybodydoesn’t","amanda","amanda","amanda","everybodydoesn’t amanda",1
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel","Amanda Perez","angel","amanda perez","angel","angel","angel","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel","Pablo Perez","angel","pablo perez","angel","angel","angel","angel","pablo perez","pabloperez","pabloperez","angel pabloperez",5
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel (Guitar version)","Amanda Perez","angel (guitar version)","amanda perez","angel  guitar version ","angel ","angelguitarversion","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel (Dance remix)","Amanda Perez","angel (dance remix)","amanda perez","angel  dance remix ","angel ","angeldanceremix","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel (the video)","Amanda Perez","angel (the video)","amanda perez","angel  the video ","angel ","angelthevideo","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel (slow jam rap)","Amanda Perez","angel (slow jam rap)","amanda perez","angel  slow jam rap ","angel ","angelslowjamrap","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel (Acoustic GTR Version)","Amanda Perez","angel (acoustic gtr version)","amanda perez","angel  acoustic gtr version ","angel ","angelacousticgtrversion","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Angel (Seismic Crew Euro radio mix)","Amanda Perez","angel (seismic crew euro radio mix)","amanda perez","angel  seismic crew euro radio mix ","angel ","angelseismiccreweuroradiomix","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",0
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Never","Amanda Perez","never","amanda perez","never","never","never","never","amanda perez","amandaperez","amandaperez","never amandaperez",4
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Never (""Re-Freaked"" version)","Amanda Perez","never (""re-freaked"" version)","amanda perez","never   re freaked  version ","never ","neverrefreakedversion","never","amanda perez","amandaperez","amandaperez","never amandaperez",4
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","I Pray (Never Forget)","Amanda Perez","i pray (never forget)","amanda perez","i pray  never forget ","i pray ","iprayneverforget","ipray","amanda perez","amandaperez","amandaperez","ipray amandaperez",5
"Amanda Perez","Angel",20,"Angel","Amanda","Perez","angel","amanda perez","angel","amanda perez","angel","angel","amandaperez","amandaperez","angel amandaperez","angel amandaperez","Never (Tony P. House mix)","Amanda Perez","never (tony p. house mix)","amanda perez","never  tony p  house mix ","never ","nevertonyphousemix","never","amanda perez","amandaperez","amandaperez","never amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel","Amanda Perez","angel","amanda perez","angel","angel","angel","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel (Guitar version)","Amanda Perez","angel (guitar version)","amanda perez","angel  guitar version ","angel ","angelguitarversion","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel (Dance remix)","Amanda Perez","angel (dance remix)","amanda perez","angel  dance remix ","angel ","angeldanceremix","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel (the video)","Amanda Perez","angel (the video)","amanda perez","angel  the video ","angel ","angelthevideo","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel (slow jam rap)","Amanda Perez","angel (slow jam rap)","amanda perez","angel  slow jam rap ","angel ","angelslowjamrap","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel (Acoustic GTR Version)","Amanda Perez","angel (acoustic gtr version)","amanda perez","angel  acoustic gtr version ","angel ","angelacousticgtrversion","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Angel (Seismic Crew Euro radio mix)","Amanda Perez","angel (seismic crew euro radio mix)","amanda perez","angel  seismic crew euro radio mix ","angel ","angelseismiccreweuroradiomix","angel","amanda perez","amandaperez","amandaperez","angel amandaperez",4
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Never","Amanda Perez","never","amanda perez","never","never","never","never","amanda perez","amandaperez","amandaperez","never amandaperez",0
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Never (""Re-Freaked"" version)","Amanda Perez","never (""re-freaked"" version)","amanda perez","never   re freaked  version ","never ","neverrefreakedversion","never","amanda perez","amandaperez","amandaperez","never amandaperez",0
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","I Pray (Never Forget)","Amanda Perez","i pray (never forget)","amanda perez","i pray  never forget ","i pray ","iprayneverforget","ipray","amanda perez","amandaperez","amandaperez","ipray amandaperez",5
"Amanda Perez","Never",16,"Never","Amanda","Perez","never","amanda perez","never","amanda perez","never","never","amandaperez","amandaperez","never amandaperez","never amandaperez","Never (Tony P. House mix)","Amanda Perez","never (tony p. house mix)","amanda perez","never  tony p  house mix ","never ","nevertonyphousemix","never","amanda perez","amandaperez","amandaperez","never amandaperez",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual","Amber","sexual","amber","sexual","sexual","sexual","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (Thunderdub)","Amber","sexual (thunderdub)","amber","sexual  thunderdub ","sexual ","sexualthunderdub","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (Sample)","Amber","sexual (sample)","amber","sexual  sample ","sexual ","sexualsample","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (clip)","Amber","sexual (clip)","amber","sexual  clip ","sexual ","sexualclip","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (Afterlife mix)","Amber","sexual (afterlife mix)","amber","sexual  afterlife mix ","sexual ","sexualafterlifemix","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (KLM dub)","Amber","sexual (klm dub)","amber","sexual  klm dub ","sexual ","sexualklmdub","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (Plasma remix)","Amber","sexual (plasma remix)","amber","sexual  plasma remix ","sexual ","sexualplasmaremix","sexual","amber","amber","amber","sexual amber",0
"Amber","Sexual (Li Da Di)",29,"Sexual ","Amber","Amber","sexual (li da di)","amber","sexual  li da di ","amber","sexuallidadi","sexual","amber","amber","sexual amber","sexual amber","Sexual (Afterlife remix)","Amber","sexual (afterlife remix)","amber","sexual  afterlife remix ","sexual ","sexualafterliferemix","sexual","amber","amber","amber","sexual amber",0
"Amel Larrieux","Get Up",3,"Get Up","Amel","Larrieux","get up","amel larrieux","get up","amel larrieux","getup","getup","amellarrieux","amellarrieux","getup amellarrieux","getup amellarrieux","Get Up","Amel Larrieux","get up","amel larrieux","get up","get up","getup","getup","amel larrieux","amellarrieux","amellarrieux","getup amellarrieux",0
"Amel Larrieux","Get Up",3,"Get Up","Amel","Larrieux","get up","amel larrieux","get up","amel larrieux","getup","getup","amellarrieux","amellarrieux","getup amellarrieux","getup amellarrieux","Get Up (Jephte main mix)","Amel Larrieux","get up (jephte main mix)","amel larrieux","get up  jephte main mix ","get up ","getupjephtemainmix","getup","amel larrieux","amellarrieux","amellarrieux","getup amellarrieux",0
"Amel Larrieux","Get Up",3,"Get Up","Amel","Larrieux","get up","amel larrieux","get up","amel larrieux","getup","getup","amellarrieux","amellarrieux","getup amellarrieux","getup amellarrieux","Get Up (Ron Trent Mix)","Amel Larrieux","get up (ron trent mix)","amel larrieux","get up  ron trent mix ","get up ","getuprontrentmix","getup","amel larrieux","amellarrieux","amellarrieux","getup amellarrieux",0
"Amel Larrieux","Get Up",3,"Get Up","Amel","Larrieux","get up","amel larrieux","get up","amel larrieux","getup","getup","amellarrieux","amellarrieux","getup amellarrieux","getup amellarrieux","Get Up (Thread Had Fun remix)","Amel Larrieux","get up (thread had fun remix)","amel larrieux","get up  thread had fun remix ","get up ","getupthreadhadfunremix","getup","amel larrieux","amellarrieux","amellarrieux","getup amellarrieux",0
"Amel Larrieux","Get Up",3,"Get Up","Amel","Larrieux","get up","amel larrieux","get up","amel larrieux","getup","getup","amellarrieux","amellarrieux","getup amellarrieux","getup amellarrieux","Get Up (Ron Trent Vox mix)","Amel Larrieux","get up (ron trent vox mix)","amel larrieux","get up  ron trent vox mix ","get up ","getuprontrentvoxmix","getup","amel larrieux","amellarrieux","amellarrieux","getup amellarrieux",0
"Amel Larrieux","Get Up",3,"Get Up","Amel","Larrieux","get up","amel larrieux","get up","amel larrieux","getup","getup","amellarrieux","amellarrieux","getup amellarrieux","getup amellarrieux","Get Up (MV Mig Mix (Radio))","Amel Larrieux","get up (mv mig mix (radio))","amel larrieux","get up  mv mig mix  radio  ","get up ","getupmvmigmixradio","getup","amel larrieux","amellarrieux","amellarrieux","getup amellarrieux",0
"American Hi-Fi","Flavor Of The Weak",20,"Flavor Of The Weak","American","Fi","flavor of the weak","american hi-fi","flavor of the weak","american hi-fi","flavoroftheweak","flavoroftheweak","americanhifi","americanhifi","flavoroftheweak americanhifi","flavoroftheweak americanhifi","Flavor of the Weak","American Hi‐Fi","flavor of the weak","american hi‐fi","flavor of the weak","flavor of the weak","flavoroftheweak","flavoroftheweak","american hi‐fi","americanhifi","americanhifi","flavoroftheweak americanhifi",0
"American Hi-Fi","Flavor Of The Weak",20,"Flavor Of The Weak","American","Fi","flavor of the weak","american hi-fi","flavor of the weak","american hi-fi","flavoroftheweak","flavoroftheweak","americanhifi","americanhifi","flavoroftheweak americanhifi","flavoroftheweak americanhifi","Flavor of the Weak (acoustic)","American Hi‐Fi","flavor of the weak (acoustic)","american hi‐fi","flavor of the weak  acoustic ","flavor of the weak ","flavoroftheweakacoustic","flavoroftheweak","american hi‐fi","americanhifi","americanhifi","flavoroftheweak americanhifi",0
