"","Artist","artist","artist_credit_phrase","Artist_no_featuring","song title","artist mbid","ISRC","release","recording_id","country","date"
"100","Shaggy Featuring Rayvon","Shaggy","Shaggy feat. Bunji Garlin","Shaggy","Nothing Like the Holidays","fc63d806-ca89-4ea3-a404-ee6de695743f","QMRSZ2101875","Christmas in the Islands","5c629e13-489a-43c1-a262-3ff1fd8ce587","XW","2021-10-01"
"101","Ice Cube Featuring Mack 10 & Ms. Toi","Ice Cube","Ice Cube","Ice Cube","It Was a Good Day (remix)","1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2","USPO19450015","Bootlegs & B-Sides","20ae3eff-5156-4707-8843-44c5c35069c2","US","1994-11-22"
"102","Common","Ice Cube","Ice Cube & Common","Common","Real People","c0a1179b-b14a-4d68-a3c1-1fdab16ed602","USAT21601038","Barbershop: The Next Cut: Original Motion Picture Soundtrack","9de792d9-c298-44e7-bc29-5c56100f84d0","DZ","2016-04-08"
"103","Jay-Z, Beanie Sigel And Memphis Bleek","JAY-Z","Jay-Z feat. Young Chris","JayZ","Nigga Please","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ20201229","The Blueprint²: The Gift & The Curse","1c1ee75c-c047-4b11-934d-1934b1df9d44","US","2002-11-12"
"104","Usher Featuring Lil Jon & Ludacris","Usher","Usher","Usher","What's Your Name","3414d446-735a-443c-931f-10634f57e5b9","USLF20800025","Here I Stand","62cbd40b-7bbe-478e-8e46-a5077d955f91","XW","2008-05-27"
"105","Maxwell","Maxwell","Maxwell","Maxwell","Get to Know Ya (Marco’s radio mix)","d252cca8-8214-43e5-b81a-101eb4a1447e","USSM10109492","Get to Know Ya","cc75a3b4-3a5d-4ddd-9ae6-32b035b21122","XW","2001-02-15"
"106","Donell Jones","Donell Jones","Donell Jones","Donell Jones","I Want You to Know","ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3","USLF29600165","My Heart","3062601f-5bcf-4b6b-beee-916197fdcf4f","US","1996-06-04"
"107","P. Diddy, Black Rob & Mark Curry","Nas","Nas feat. Puff Daddy","P Diddy","Hate Me Now","cabb4fcf-4067-4ba5-908d-76ee66fcf0c6","USSM19805794","Promo Only: Urban Radio, April 1999","cf2ee2af-7a49-4845-a676-4bfae0589b9e","US","1999-03"
"108","P. Diddy, Black Rob & Mark Curry","Nas","Nas feat. Puff Daddy","P Diddy","Hate Me Now","cabb4fcf-4067-4ba5-908d-76ee66fcf0c6","USSM19806827","Promo Only: Urban Radio, April 1999","cf2ee2af-7a49-4845-a676-4bfae0589b9e","US","1999-03"
"109","Jay-Z/Linkin Park","Cam’ron","Cam’ron feat. Jay-Z & Juelz Santana","JayZ","Welcome to New York City","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ20200330","Come Home With Me","7dcf186e-9749-4eae-ac56-c99df1bcb1ad","US","2002-05-14"
"110","Pearl Jam","Pearl Jam","Pearl Jam","Pearl Jam","Mankind","83b9cbe7-9857-49e2-ab8e-b57b01038103","USSM10020053","DEEP: No Code","c65e976a-9551-438c-a524-00d61c15b950","AL","2021-08-27"
"111","Kenny Rogers With Alison Krauss & Billy Dean","Kenny Rogers","Kenny Rogers","Kenny Rogers","The Gambler","c3d14b41-a48d-488f-bfed-ce0597bb0b1f","USCN10500369","50 Country Golden Hits, Vol. 2","e6951aa4-d9b2-4705-be7c-0317616c128f",NA,"1997"
"112","Kenny Rogers With Alison Krauss & Billy Dean","Kenny Rogers","Kenny Rogers","Kenny Rogers","The Gambler","c3d14b41-a48d-488f-bfed-ce0597bb0b1f","USCN17800055","50 Country Golden Hits, Vol. 2","e6951aa4-d9b2-4705-be7c-0317616c128f",NA,"1997"
"113","Kenny Rogers With Alison Krauss & Billy Dean","Kenny Rogers","Kenny Rogers","Kenny Rogers","The Gambler","c3d14b41-a48d-488f-bfed-ce0597bb0b1f","USRE19900682","50 Country Golden Hits, Vol. 2","e6951aa4-d9b2-4705-be7c-0317616c128f",NA,"1997"
"114","Alan Jackson & Jimmy Buffett","Alan Jackson","Alan Jackson","Alan Jackson","Chattahoochee","7291957b-c463-4275-a41c-a104c9e2337f","USAN21000118","A Lot About Livin’ (and a Little ’Bout Love)","bb78d1a0-ac05-413a-a297-e0a281cc84e0","US","1992-10-09"
"115","Alan Jackson & Jimmy Buffett","Alan Jackson","Alan Jackson","Alan Jackson","Chattahoochee","7291957b-c463-4275-a41c-a104c9e2337f","USAN29200006","A Lot About Livin’ (and a Little ’Bout Love)","bb78d1a0-ac05-413a-a297-e0a281cc84e0","US","1992-10-09"
"116","Case","LL Cool J","LL Cool J feat. Case","Case","M.I.S.S. I","67f911f6-dbf7-4ad9-a2ed-82484a1f9902","USDJ20010411","G.O.A.T. Featuring James T. Smith: The Greatest of All Time","e2dcc795-fc77-43dc-b471-61bfdc3daddd","GB","2000-09-11"
"117","Whitney Houston & Mariah Carey","Whitney Houston","Whitney Houston","Whitney Houston","Testimony","0307edfc-437c-4b48-8700-80680e66a228","USAR12200673","Testimony","43b6af17-03c5-4d83-b0fb-fc75ec04d08d",NA,"2023-02-09"
"118","Savage Garden","Savage Garden","Savage Garden","Savage Garden","To the Moon and Back","a871fd87-50f7-4032-b06d-da56779edcce","USSM19605768","Pop Stars","a6c4f065-2b9a-4bd4-a289-b613c9fdb74f","GB","2013-02-25"
"119","Lenny Kravitz","Lenny Kravitz","Lenny Kravitz","Lenny Kravitz","Looking Back on Love","0ef3f425-9bd2-4216-9dd2-219d2fe90f1f","NLA321191313","Black and White America","89c669ea-508e-4408-800a-b144385fe2c4","DE","2011-08-19"
"120","The Corrs","The Doors","The Doors","The Corrs","Close to You","9efff43b-3b29-4082-824e-bc82f646f93d","USRHD0611707","Live in Detroit","d39b9e26-7cd0-47bc-afa1-36ce1ccf0a45","US","2000-10-23"
"121","Coldplay","Coldplay","Coldplay","Coldplay","O","cc197bad-dc9c-440d-a5b5-d52ba2e14234","GBAYE1401359","Ghost Stories Live 2014","ff460888-6583-418a-811f-2aecf7422c30","US","2014-11-24"
"122","Kumbia Kings Featuring A.B. Quintanilla","A.B. Quintanilla III","A.B. Quintanilla y los Kumbia Kings con la participación especial de Nu Flavor","Kumbia Kings","U Don't Love Me","0fea436e-be7f-49b8-aec0-1f044e8eeb27","USEL19900120","Amor, familia y respeto","c67ada58-20ba-41e6-9ef0-2b3437a33d46","US","1999-03-23"
"123","Fabolous Featuring Tamia Or Ashanti","Dave East","Dave East feat. Fabolous","Fabolous","What’s Goin On","d2299099-e617-46dd-b013-ba0b4c72bc63","USUM71922288","Survival","b8da2b30-4f0c-499a-a20c-01a323a41839","AF","2019-11-08"
"124","Mobb Deep Featuring Vita & Noyd","Mobb Deep","Mobb Deep feat. Nas & Raekwon","Mobb Deep","Eye for an Eye (Your Beef Is Mines)","d75d1f08-bbb8-4eae-9877-399ca9121197","USRC19501712","The Infamous","c8bc6c35-19cd-4317-800f-b7a72a269b3c","XE","1995-04-18"
"125","Moby Featuring Gwen Stefani","Moby","Moby","Moby","Everloving","8970d868-0723-483b-a75b-51088913d3d4","GB5WK1499399","Play","d67618b6-87c0-4ece-bcf0-bc561cf54079","GB","1999-05-17"
"126","Moby Featuring Gwen Stefani","Moby","Moby","Moby","Everloving","8970d868-0723-483b-a75b-51088913d3d4","GBAJH9900047","Play","d67618b6-87c0-4ece-bcf0-bc561cf54079","GB","1999-05-17"
"127","Shania Twain","Shania Twain","Shania Twain","Shania Twain","The Hardest Stone","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","USUM72219203","Queen of Me","6db3c099-3a84-411a-b352-864150921daf",NA,"2023-02-03"
"128","Edwin McCain","Edwin McCain","Edwin McCain","Edwin McCain","Jesters Dreamers and Thieves","f362fdd1-3ddd-4c4e-9629-ef170b08d093","USAT29901126","Honor Among Thieves","35588316-225c-4593-b464-19a7ebeee9b8","US","1995-08-15"
"129","Train","Train","Train","Train","O Holy Night","bfd5aec5-62a2-4560-a316-7c46c17babda","QMLD61402137","Christmas in Tahoe","d7622609-2b9a-4d13-98c8-238a0bee8985","US","2013-11-13"
"130","Jimmy Eat World","Jimmy Eat World","Jimmy Eat World","Jimmy Eat World","Criminal Energy","bbc5b66b-d037-4f26-aecf-0b129e7f876a","USRC11901699","Surviving","357ae68e-fbb1-4f9c-a2e7-4aa7fb1fcc0d","US","2019-10-18"
"131","Elton John","Elton John","Elton John & Dua Lipa","Elton John","Cold Heart (acoustic)","b83bc61f-8451-4a5d-8b8e-7e9ed295e822","GBUM72107449","Cold Heart (acoustic)","9c5c9b98-965e-4bc8-8e2a-4ca730aabcb3","XW","2021-10-12"
"132","Jay-Z Featuring Amil (Of Major Coinz) & Ja","Amil","Amil featuring Jay-Z","JayZ","Heard It All","f82bcf78-5b69-4622-a5ef-73800768d9ac","USSM10009458","A.M.I.L. (All Money Is Legal)","031584c7-cc80-4a91-8215-7d9eac1c9c80","US","2000-08-29"
"133","R.E.M.","R.E.M.","R.E.M.","REM","Fretless 1 (demo)","ea4dfa26-f633-4da6-a52a-f49ea4897b58","USC4R1605401","Out of Time","79041888-273f-4fb0-b4d5-17344ca0ce96","XW","2016-11-18"
"134","Fabolous Featuring Nate Dogg","Trey Songz","Trey Songz feat. Chris Brown & Fabolous","Fabolous","Don’t Say S**t","d2299099-e617-46dd-b013-ba0b4c72bc63","USAT21812516","28","e93e396d-5355-45b1-bffc-08bd9d3cd700","US","2018-11-27"
"135","Aerosmith","Aerosmith","Aerosmith","Aerosmith","Crazy","3d2b98e5-556f-4451-a3ff-c50ea18d57cb","USIR10000428","Get a Grip","48ade205-8866-49ab-aeee-1de90b25e688","US","1993-04-20"
"136","Jay-Z/Linkin Park","JAY-Z","Jay-Z","JayZ","Blueprint (Momma Loves Me)","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ20200719","The Blueprint","84fea5fe-9abb-4d36-acca-7e26abd595bd","US","2001-09-11"
"137","Puff Daddy Featuring R. Kelly","R. Kelly","R. Kelly & Public Announcement","Puff Daddy","She’s Got That Vibe (radio edit)","c2d25856-a09a-4d15-b404-77dd19c19e63","USRC11300248","The Essential R. Kelly","f4e7015e-8c74-435f-8e99-d4c3f9976f9c","US","2014-05-16"
"138","311","311","311","311","The Continuous Life","bf600e2b-dc2d-4839-a1be-6ebef4087cd0","USCA19786873","Transistor","6bc75629-2792-41d1-a389-258b00f566d5","US","1997-08-05"
"139","Madonna","Madonna","Madonna","Madonna","Like a Virgin","79239441-bfd5-4981-a70c-55c3f15c1287","UK9FS1610742","The Very Best Of - Radio Waves 1984–1995, Vol. 1","11b2ad94-751e-45d7-b7f5-4d3140141752","AF","2016-07-01"
"140","Beyonce Featuring Jay Z","Beyoncé","Beyoncé","Beyonce","Halo","859d0860-d480-4efd-970c-c05d5f1776b8","USSM10804556","I Am… Sasha Fierce","899a043d-67bc-420c-85ea-6fee705baeb3","JP","2008-11-12"
"141","Avril Lavigne","Avril Lavigne","Avril Lavigne","Avril Lavigne","Tomorrow","0103c1cc-4a09-4a5d-a344-56ad99a77193","USAR10200230","Let Go","9abc736d-b987-406a-ba5b-7c956a7f1ed2","US","2002-06-04"
"142","Sean Paul","Sean Paul","Sean Paul feat. Keyshia Cole","Sean Paul","(When You Gonna) Give It Up to Me","c3da3346-2643-48a7-93cd-011f6834b3d7","USAT20615165","Step Up","ffbc7114-327e-4f43-ad47-192ff054d6b7","US","2006-08-08"
"143","Elvis Presley","Elvis Presley","Elvis Presley","Elvis Presley","Are You Lonesome Tonight? (first ‘sit-down’ show) (live)","01809552-4f87-45b0-afff-2c6f0730a3be","USA820800186","The Best of The ’68 Comeback Special","788ff392-c320-4a49-8b21-2e2016ff99ce","XW","2019-02-15"
"144","Whitney Houston & Enrique Iglesias","Whitney Houston","Whitney Houston","Whitney Houston","You Give Good Love","0307edfc-437c-4b48-8700-80680e66a228","USSM12201552","I Will Always Love You: The Best of Whitney Houston","c903ef8f-b993-4a08-9ad9-173ead464f71","XW","2022-08-09"
"145","Nelly Featuring Kyjuan, Ali & Murphy Lee","Nelly","Nelly","Nelly","Never Let ’Em C U Sweat","811900b2-68fc-4d41-8bad-69b7a1f4d628","USUM72014917","Country Grammar Live","e08c360d-621c-4cd4-82f5-1808fd83ca67","XW","2021-02-19"
"146","Avril Lavigne","Avril Lavigne","Avril Lavigne","Avril Lavigne","Cannonball","0103c1cc-4a09-4a5d-a344-56ad99a77193","USAT22108165","Love Sux","e8b0dd0c-bde9-400d-846c-ae1f0159cfe5",NA,"2022-02-25"
"147","Alan Jackson & Jimmy Buffett","Alan Jackson","Alan Jackson","Alan Jackson","Wings","7291957b-c463-4275-a41c-a104c9e2337f","USAN20100379","Genuine: The Alan Jackson Story","47c0e97f-26c8-4a09-b8a6-0f55ec85a6fc","US","2015-12-06"
"148","Jay-Z/Linkin Park","JAY-Z","JAY-Z","JayZ","Big Pimpin’ (album version)","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ29905397","Big Pimpin’","17fa622a-421d-4d25-8693-ac415ea411c2","GB","2000-06-12"
"149","No Doubt","No Doubt","No Doubt","No Doubt","Open the Gate","fbd2a255-1d57-4d31-ac11-65b671c19958","USIR19500400","Just a Girl","2891e538-cd40-463f-a2fb-c5be14e0515c","DE","1996-03-25"
"150","Nelly & Christina Aguilera","Nelly","Nelly","Nelly","Nothing Without Her","811900b2-68fc-4d41-8bad-69b7a1f4d628","USUM71026181","5.0","65ed7b8f-7a27-448c-94c2-987a84bc3494","US","2010-10-16"
"151","BT","BT","BT","BT","Smartbomb (BT’s mix)","88e2147d-0332-46f6-85b2-b5f463ba957b","CAN110000093","Valentine","9cda5a38-41bc-45bf-8249-26d778f0b0a5","US","2001-01-30"
"152","Freeway Featuring Peedi Crakk","JAY-Z","JAY-Z featuring Freeway","Freeway","8 Miles and Runnin’","5d008bf9-2958-4640-a5de-dcdcebe711a4","USIR10211641","8 Mile: Music From and Inspired by the Motion Picture","9ecbe0aa-0855-4544-afb9-7c03f1f14591","US","2002-04-29"
"153","Eminem, Dr. Dre & 50 Cent","Eminem","Eminem feat. Joyner Lucas","Eminem","Lucky You","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USUM71813349","Kamikaze","400b75bb-aa97-49d1-976b-537198049f97","US","2018-08-31"
"154","Wyclef Jean Featuring Mary J. Blige","Wyclef Jean","Wyclef Jean","Wyclef Jean","Lady Haiti","4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c","QM2591600100","J'ouvert","6c86e30d-ef2c-420b-8688-3e183652b43c","XW","2017-02-03"
"155","Slum Village Featuring Dwele","Slum Village","Slum Village feat. T3, Young RJ, Fat Ray","Slum Village","And We Go","c0c1183e-6940-48ca-8f96-98250fcb3ef1","USUYG1025496","Dirty Slums 2","440ce7f8-7d62-4550-858c-6ed27448c4fa","XW","2013-01-29"
"156","Snoop Dogg Featuring Tyrese & Mr. Tan","Lucy Pearl","Lucy Pearl feat. Snoop Dogg & Q-Tip","Snoop Dogg","You","f90e8b26-9e52-4669-a5c9-e28529c47894","CAU110013895","Lucy Pearl","193fa745-ae94-41dc-84d4-9bffdb2d1013","XE","2000-05-22"
"157","JAY-Z","JAY-Z","Jay-Z","JAYZ","Nickels & Dimes","f82bcf78-5b69-4622-a5ef-73800768d9ac","QMJMT1300040","Magna Carta Holy Grail","1b7dbc54-3506-4e30-aa81-3a2ca822034c","XE","2013-07-08"
"158","Kelly Rowland","Michelle Williams","Michelle Williams feat. Beyoncé & Kelly Rowland","Kelly Rowland","Say Yes","31bea673-d23a-4889-8da1-7cb040863268","US5ED1300195","Say Yes","80baa7c9-46b8-4353-9206-81d92bd72225","GB","2014-07-17"
"159","Xzibit Featuring Keri Hilson","Keri Hilson","Keri Hilson","Xzibit","Energy","b76c616a-ec0d-4f0c-b986-f249c4a04d77","USUM70814856","In A Perfect World... (I Like Edition)","fe05a08e-8dae-4914-9097-716569abf680","DE","2009-01-01"
"160","Xzibit Featuring Keri Hilson","Keri Hilson","Keri Hilson","Xzibit","Energy","b76c616a-ec0d-4f0c-b986-f249c4a04d77","USUM70818261","In A Perfect World... (I Like Edition)","fe05a08e-8dae-4914-9097-716569abf680","DE","2009-01-01"
"161","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","You Gave Me a Mountain","01809552-4f87-45b0-afff-2c6f0730a3be","USRC17307025","Legendary","f405955b-ccad-4076-bcbb-8aabff10c764","DE","2000-09-18"
"162","Beenie Man Featuring Janet","Beenie Man","Beenie Man & Determine","Beenie Man","Kette Drum","0d85b9f2-802d-48bb-aa85-6a9668869053","USVPR1700288","Serious Times (Bobby Digital Reggae Anthology Vol. 2)","4f077075-4526-4616-9ce7-ddf22ee6632c","DZ","2018-02-09"
"163","Brooks & Dunn","Brooks & Dunn","Brooks & Dunn feat. Billy Gibbons","Brooks","Honky Tonk Stomp","f30118c5-f783-4969-8427-f3c096378267","USAN20900038","#1s... And Then Some","58b53aaa-e182-4ce4-8c08-dc595dd2f5b5","US","2009-09-08"
"164","Petey Pablo","Petey Pablo","Petey Pablo","Petey Pablo","Let’s Roc","f9db232d-6513-43b7-b6cd-1d73bcd65a58","USJI10400281","Still Writing in My Diary: 2nd Entry","9f9236da-8c8b-4a11-8c25-9f14d2b3ba31","AI","2002-11-26"
"165","Angie Stone","Angie Stone","Angie Stone","Angie Stone","Wish I Didn’t Miss You","82f8dd22-0319-4f35-953c-358b3f883027","USJAY0100309","R&B Love Songs","dc4f8aeb-6779-4ef5-9f2a-34466f3cc4d4","GB","2013-01-28"
"166","Reba","Reba McEntire","Reba McEntire","Reba","Love Isn't Love ('til You Give It Away)","3ec17e85-9284-4f4c-8831-4e56c2354cdb","USMR10110299","Behind the Scene","ff8c222d-db39-41eb-bbd8-618e6e3e4bbe","US","1983-08-15"
"167","Reba McEntire","Reba McEntire","Reba","Reba McEntire","It’s Your Call","3ec17e85-9284-4f4c-8831-4e56c2354cdb","USMC19039269","It's Your Call","5a0d7fbf-c1f1-40ce-899c-e30631b43517","US","1992-12-15"
"168","Beyonce Featuring Jay Z","Beyoncé","Beyoncé","Beyonce","Video Phone","859d0860-d480-4efd-970c-c05d5f1776b8","USSM10804757","I Am… Sasha Fierce","2716c843-2219-4538-9820-ec537f02de2e","JP","2008-11-12"
"169","Montell Jordan","Montell Jordan","Montell Jordan","Montell Jordan","The Rain","cc1f4763-a306-4ae7-8ba7-331872199f9e","USDJ20110588","R U With Me","460647b3-12a3-4e92-83c5-9342476fefd7","US","2001"
"170","Nelly","Nelly","Nelly feat. Kelly Rowland","Nelly","Dilemma","811900b2-68fc-4d41-8bad-69b7a1f4d628","USUR10200616","100x Winter 2013","56c0ccf1-e6ea-4661-90ce-d0870884eb9c","NL","2013"
"171","Beenie Man Featuring Ms. Thing","Jamelia","Jamelia feat. Beenie Man","Beenie Man","Money","0d85b9f2-802d-48bb-aa85-6a9668869053","GBAYE9902112","Drama","e724c43a-a0e3-45fc-bc7b-f0831ec2bf73","GB","2000-06-26"
"172","DMX Featuring Faith Evans","DMX","DMX","DMX","Stop Being Greedy","f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8","USRL19800743","It’s Dark and Hell Is Hot","c3bc1fb3-039f-4548-a414-1a83dd19ff11","US","1998-05-19"
"173","Jennifer Lopez Featuring Styles & Jadakiss","Jennifer Lopez","Jennifer Lopez","Jennifer Lopez","Qué ironía (Ain’t It Funny)","f0602f55-1770-483d-89bd-4bae0d0ac086","USSM10018511","J.Lo","0e18545f-1706-455e-91de-05b74c149a0b","XE","2001-01-23"
"174","Eminem","Eminem","Eminem","Eminem","Square Dance","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USIR10211055","The Eminem Show","737f6706-11aa-4bbb-bb56-2bfa6bd6f783","GB","2002-05-27"
"175","Destiny's Child Featuring T.I. & Lil Wayne","Destiny’s Child","Destiny’s Child","Destinys Child","Nasty Girl","a796b92e-c137-4895-9c89-10f900617a4f","USSM10102688","Survivor","5c91145f-8906-4108-a9c7-d3512668e920","JP","2001-04-25"
"176","Ludacris Featuring Sleepy Brown","The-Dream","The-Dream feat. Fabolous, Juelz Santana, Rick Ross & Ludacris","Ludacris","Rockin’ That Thang (rap remix)","0638ba22-040f-438d-83a5-9b670c4adaf5","USUM70953752","Love Vs Money","d87d781d-15ec-4d86-9f36-faf7f7855f93","AF","2009-03-10"
"177","Uncle Kracker","Uncle Kracker","Uncle Kracker","Uncle Kracker","Rescue","1a02e1e4-000e-46fa-83de-f3a36674e4fc","USAT20400638","Seventy Two & Sunny","040df910-2eea-4667-91d5-f61257334ab5","US","2004-06-29"
"178","Fat Joe Featuring Ashanti","Fat Joe","Fat Joe & Dre feat. Jeremih & Bryson Tiller","Fat Joe","Hands on You","a6a4c910-2b22-4a6f-aebe-805b176c47b8","USUYG1286433","Family Ties","305cdf5f-f32b-42c1-812f-6af8ad74a8ab","XW","2019-12-06"
"179","Alicia Keys Featuring Tony! Toni! Tone!","Alicia Keys","Alicia Keys","Alicia Keys","Underdog","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","USA2P2319944","Inesquecível: São Paulo, Brazil","8c22f2a4-a882-40ef-b47c-d184a6b1de58","XW","2023-05-09"
"180","YoungBloodZ Featuring Lil Jon","A-Dam-Shame","A-Dam-Shame feat. Lil Jon, Bun B & Big Floaty","YoungBloodZ","Don’t Play Dat Shit (radio version)","a95384b1-6aec-468c-ae0d-8c6daf87c4c2","US38L0609653","Dirty Game, Pt. II: Still Dirty","76ec9d27-33d4-4f10-a058-0f3fdb017a1a","US","2003-12-09"
"181","Montell Jordan","Montell Jordan","Montell Jordan feat. Case","Montell Jordan","Coulda Woulda Shoulda","cc1f4763-a306-4ae7-8ba7-331872199f9e","USDJ20110579","R U With Me","c34571b0-30d1-44f9-9124-1a8e0c44a03f","US","2001"
"182","Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz","Snoop Dogg","Snoop Dogg","Snoop Dogg","A Message 2 Fat Cuzz","f90e8b26-9e52-4669-a5c9-e28529c47894","USPO10200103","Paid tha Cost to Be da Bo$$","ad49eec8-b718-4f93-91df-cf4d2de32410","XE","2002-11-25"
"183","NAS Featuring Ginuwine","Nas","Nas","NAS","Everybody's Crazy","cfbc0924-0035-4d6c-8197-f024653af823","USSM10112158","Stillmatic","dd5a9aec-36fe-483e-8929-50c6faa858e0","AT","2001"
"184","Lit","Lit","Lit","Lit","Forever Begins Right Now","5ccb9a53-092d-4806-b337-470a582893d7","TCAEO1926651","Lit","63ebd9e1-ae04-408f-90fc-1fe9b34571c3","US","2004-06-22"
"185","Donna Summer","Donna Summer","Donna Summer","Donna Summer","Spring Affair","b60527cc-54f3-4bbe-a01b-dcf34c95ae14","USIR20201037","The Donna Summer Anthology","64bbaf5b-78ec-486a-8649-f248daaaf8e7","US","1993"
"186","The Corrs","The Doors","The Doors","The Corrs","Baby Please Don’t Go (L.A. Woman Sessions)","9efff43b-3b29-4082-824e-bc82f646f93d","USRH12101335","L.A. Woman","77ad43c9-f445-4f85-911c-f1afb544ff99","XW","2021-12-03"
"187","Mariah Carey","Mariah Carey","Mariah Carey","Mariah Carey","Without You","494e8d09-f85b-4543-892f-a5096aed1cd4","USSM19303176","Music Box","3cdb2aff-a172-4e71-8aae-23d8835a072a","XE","1993-08-31"
"188","Slum Village Featuring Kanye West & John Legend","Slum Village","Slum Village feat. Dwele","Slum Village","Closer","c0c1183e-6940-48ca-8f96-98250fcb3ef1","USCA20400091","Detroit Deli (A Taste of Detroit)","06e36c64-a9cd-41bd-833a-7251b9cb2b0a","US","2004-06-29"
"189","Slum Village Featuring Kanye West & John Legend","Slum Village","Slum Village feat. Dwele","Slum Village","Closer","c0c1183e-6940-48ca-8f96-98250fcb3ef1","USCA20400406","Detroit Deli (A Taste of Detroit)","06e36c64-a9cd-41bd-833a-7251b9cb2b0a","US","2004-06-29"
"190","Craig David","Craig David","Craig David","Craig David","One More Time (Alex Ross Remix)","89e39f67-65cc-4f90-b145-b1b56c209f8a","GBARL1600610","One More Time (Remixes)","f4e030e5-33c4-42a8-8cd0-89ef2473d058","GB","2016-06-10"
"191","De La Soul Featuring Chaka Khan","De La Soul","De La Soul","De La Soul","Eye Patch","a8ebde98-7e91-46c7-992c-90039ba42017","USTB10300004","Buhlo<U+035E>one Mind State","17109f7f-f10d-4124-87c9-d9cdb02b5c11","US","1993-09-21"
"192","Whitney Houston","Whitney Houston","Whitney Houston","Whitney Houston","I Wanna Dance With Somebody (Who Loves Me) (12<U+2033> remix)","0307edfc-437c-4b48-8700-80680e66a228","USAR11100030","12<U+2033> 80s","1c472132-7de1-4bdc-a28f-94c0825177fc","XE","2019-01-18"
"193","Fleetwood Mac","Fleetwood Mac","Fleetwood Mac","Fleetwood Mac","Dreamin’ the Dream","bd13909f-1c29-4c27-a874-d4aaf27c5b1a","USWB10103280","Time","e4f0e0e5-e964-40ce-9db5-bb632fd6d658","XE","1995-10-01"
"194","Duran Duran","Duran Duran","Duran Duran","Duran Duran","Mediterranea","1a1cd7f3-e5df-4eca-bae2-2757c9e656b5","USXG31000010","From Mediterranea With Love","be451f17-c31d-4745-88a5-95043d82d1b6","FR","2010-12-23"
"195","Eminem, Dr. Dre & 50 Cent","Eminem","Eminem","Eminem","Stimulate","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USIR10211058","Cleanin’ Out My Closet","f732765d-b1ff-4293-a40f-26a67920a8eb","DE","2002-09-23"
"196","Snoop Dogg Featuring Pharrell","Snoop Dogg","Snoop Dogg feat. Dr. Dre & D’Angelo","Snoop Dogg","Imagine","f90e8b26-9e52-4669-a5c9-e28529c47894","USUM70617147","Tha Blue Carpet Treatment","5778e9e9-f054-43ec-94b3-fba16337fc00","XE","2006-11-18"
"197","50 Cent","50 Cent","50 Cent feat. Justin Timberlake & Timbaland","50 Cent","Ayo Technology","8e68819d-71be-4e7d-b41d-f1df81b01d3f","USUM70735446","Ayo Technology","4ff5923e-e78b-4fad-b516-d912bf771c6a","US","2007-07"
"198","BT","BT","BT","BT","Always (Chicane remix)","88e2147d-0332-46f6-85b2-b5f463ba957b","NLE711014005","Always","1a5750af-460c-443f-aba2-bf19e701faa1","GB","2011-05-16"
"199","Pharrell Featuring Jay-Z","JAY-Z","JAY-Z","Pharrell","Intro","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ20010565","The Dynasty: Roc La Familia 2000","d1e60bbd-4450-4c83-8563-3450c0bb4eae","DZ","2014-08-12"
"200","Linkin Park","JAY-Z","Jay-Z / Linkin Park","Linkin Park","Jigga What / Faint","f59c5520-5f46-4d2c-b2c4-822eabf53419","USWB10403680","MTV Ultimate Mash-Ups Presents: Collision Course","5d8d54f1-db6b-4b84-9a8e-4b68122b063e","XE","2004-11-29"
